LUCA_Pfams,Freq,ancestor,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,concat_length
PF09261,1,LUCA,0.113152922,0.069925063,0.034167664,0.049429117,0.014465293,0.086036959,0.044065378,0.047779929,0.040335318,0.050946474,0.110123379,0.047981554,0.017197569,0.026376671,0.025986346,0.05878141,0.05505652,0.022930954,0.039249645,0.046011834,0,0,386857
PF09382,1,LUCA,0.06997552,0.071028953,0.026562243,0.051783401,0.006546053,0.067291405,0.051579323,0.083917953,0.024420393,0.058199233,0.111828084,0.073005597,0.019320381,0.032399853,0.028023832,0.053875689,0.055779448,0.01209601,0.028713811,0.073652816,0,0,1029017
PF09383,1,LUCA,0.075900616,0.0493077,0.03887963,0.04998682,0.002861687,0.078920914,0.049560136,0.081438573,0.018427837,0.089404832,0.108808904,0.046530902,0.014518428,0.039493966,0.028494006,0.051941524,0.050529669,0.003471555,0.024671721,0.09685058,0,0,447638
PF09414,1,LUCA,0.066699572,0.06521884,0.034696018,0.061206056,0.012038351,0.087192902,0.025419232,0.079061216,0.024187757,0.055507706,0.089103047,0.056499796,0.015900594,0.05368147,0.046221049,0.042351402,0.045021656,0.014010192,0.04367419,0.082308955,0,0,405205
PF09455,1,LUCA,0.066691892,0.054544144,0.04925045,0.057452252,0.010854054,0.082284685,0.029618018,0.054255856,0.018554955,0.073106306,0.110504505,0.070410811,0.016414414,0.042897297,0.035589189,0.063120721,0.045520721,0.012774775,0.041989189,0.064165766,0,0,277500
PF09481,1,LUCA,0.099494274,0.072527219,0.031577958,0.069161409,0.009443915,0.060633695,0.040421751,0.073112392,0.022452257,0.038809323,0.109296981,0.03958457,0.015404559,0.036011601,0.062970113,0.051956484,0.05359454,0.028017803,0.025542566,0.059986588,0,0,468238
PF09488,1,LUCA,0.057059643,0.05004451,0.040000774,0.048718892,0.007460231,0.086813485,0.022922553,0.070983473,0.031863219,0.082285095,0.087742385,0.070093277,0.031534234,0.037397918,0.044403375,0.062903975,0.042197237,0.008108527,0.043048729,0.07441847,0,0,103348
PF09512,1,LUCA,0.123118555,0.023143317,0.016289641,0.003581599,0.007720335,0.012601921,0.011673358,0.120863475,0.009931198,0.105077911,0.138267391,0.025831727,0.03096093,0.071976866,0.05068183,0.059374945,0.052945754,0.015688286,0.029369108,0.090901855,0,0,113078
PF09821,1,LUCA,0.088120038,0.070944716,0.022019084,0.073719863,0.001726273,0.10155146,0.031153034,0.056318741,0.022062787,0.062408041,0.138728239,0.050200306,0.018085804,0.046915289,0.033797072,0.04154709,0.042078811,0.010430476,0.028589118,0.059603758,0,0,137290
PF09924,1,LUCA,0.091660884,0.075185276,0.033469446,0.058288906,0.0112178,0.073211882,0.029498634,0.077744854,0.021832943,0.045979047,0.100109755,0.048406836,0.024678062,0.055503504,0.04142617,0.054159537,0.036958406,0.020113516,0.041234665,0.059319876,0,0,1456881
PF09972,1,LUCA,0.078788146,0.051913506,0.03850372,0.056565254,0.004601318,0.06350201,0.029132984,0.074090025,0.015680883,0.066618826,0.097538892,0.056651623,0.016527182,0.050700284,0.043450513,0.060316794,0.059013725,0.017997192,0.043062143,0.075344983,0,0,1725158
PF10040,1,LUCA,0.065007451,0.078963367,0.033593191,0.035842063,0.009635715,0.052832341,0.026340849,0.089201651,0.021482641,0.052660178,0.107945833,0.053849175,0.020578789,0.058185516,0.047021859,0.061284439,0.057878851,0.018878685,0.042475696,0.06634171,0,0,185871
PF10111,1,LUCA,0.0740115,0.057279625,0.049647282,0.067727785,0.01406426,0.061132847,0.038606319,0.057116604,0.023460193,0.064259885,0.099294564,0.052181516,0.015294327,0.058628253,0.036086905,0.070958563,0.042800403,0.014642243,0.04406011,0.058746814,0,0,67476
PF10117,1,LUCA,0.06616997,0.072842644,0.044450489,0.05719232,0.009545748,0.058808779,0.044963336,0.049088776,0.024905648,0.061901443,0.120368796,0.063588737,0.019737513,0.044886834,0.037782066,0.056828228,0.047992248,0.010567191,0.04767349,0.060705745,0,0,705864
PF10415,1,LUCA,0.126730136,0.037722688,0.035011086,0.047779453,0.004261089,0.100242581,0.023686559,0.054585546,0.020927552,0.062682427,0.122123664,0.078582274,0.020717613,0.0134334,0.033133823,0.033950555,0.072628127,0.005240353,0.033771768,0.072789306,0,0,738309
PF10672,1,LUCA,0.100252841,0.068061775,0.042461378,0.065197203,0.015485497,0.055168878,0.037850528,0.079185588,0.023138714,0.042362134,0.101837372,0.056476369,0.016790455,0.05364516,0.033783199,0.054021444,0.044817904,0.01178685,0.029071415,0.068605296,0,0,2367893
PF10702,1,LUCA,0.072483789,0.047138427,0.028418382,0.048280237,0.008612912,0.098717226,0.053129405,0.064885819,0.016591486,0.065097265,0.125288977,0.074231745,0.014025937,0.060755568,0.026529462,0.049365661,0.053058923,0.014744855,0.032393572,0.046250352,0,0,70940
PF11798,1,LUCA,0.067391973,0.05402509,0.016647056,0.039575677,0.001129596,0.083387339,0.024163212,0.107134194,0.018920729,0.068680871,0.117177459,0.085892725,0.026498434,0.038543835,0.075458446,0.026570844,0.038192647,0.017494252,0.010437899,0.082677721,0,0,276205
PF11799,1,LUCA,0.076311027,0.091791411,0.026208136,0.054384933,0.009586796,0.066965009,0.041989373,0.05325685,0.020531009,0.053058506,0.115072539,0.061214935,0.015551426,0.037031722,0.029479861,0.07229694,0.0761041,0.005346235,0.025034281,0.068784913,0,0,2097364
PF11975,1,LUCA,0.091806868,0.057604894,0.047643282,0.056622635,0.012613793,0.081587072,0.031041699,0.06981155,0.029858354,0.053885219,0.096174486,0.045197151,0.023175353,0.031169136,0.054115268,0.041476649,0.045833509,0.014859666,0.04496131,0.070562105,0,0,1208439
PF12172,1,LUCA,0.063455602,0.096868356,0.025978556,0.035594637,0.122675785,0.055057163,0.029295808,0.085850342,0.024810278,0.028390804,0.068155042,0.055340183,0.010159083,0.038540014,0.083109002,0.044983644,0.038059539,0.014950669,0.036108021,0.04261747,0,0,303866
PF12327,1,LUCA,0.120574669,0.037877816,0.041159507,0.071549745,0.003230249,0.080538623,0.020645683,0.110719542,0.010790557,0.090661015,0.084746875,0.033907856,0.032672639,0.01642324,0.021918152,0.064363727,0.056886201,0.004612107,0.008111987,0.08860981,0,0,1691201
PF12469,1,LUCA,0.090658966,0.054593677,0.031343339,0.05161922,0.008130182,0.063541834,0.036164438,0.054866335,0.013335482,0.073555839,0.117205994,0.058857065,0.01412867,0.049115719,0.055758672,0.070519415,0.037031988,0.026745325,0.030265098,0.062562742,0,0,80687
PF12541,1,LUCA,0.062833385,0.054683091,0.070621679,0.067661808,0.038877591,0.077153626,0.020282572,0.06038457,0.032712967,0.069131097,0.075375574,0.048225674,0.019446781,0.043530339,0.023998382,0.062482033,0.045968506,0.019691662,0.040975054,0.065963608,0,0,187846
PF12644,1,LUCA,0.05910069,0.102545077,0.021573792,0.052849299,0.000593604,0.133226979,0.027713883,0.091248052,0.013764191,0.052255695,0.097109891,0.068950805,0.025135416,0.043852489,0.011834978,0.039956964,0.032982118,0.019867181,0.033649922,0.071788974,0,0,53908
PF12695,3,preLUCA,0.114633713,0.033374789,0.043653065,0.059327108,0.004178429,0.051134756,0.037454514,0.103342085,0.025485125,0.054424857,0.08923413,0.043712287,0.015667463,0.035756822,0.050911029,0.070756921,0.039639142,0.008238414,0.047713051,0.071362299,0,0,151971
PF12698,1,LUCA,0.094819754,0.030214909,0.034087388,0.033998547,0.004062733,0.041438739,0.036446497,0.070486982,0.00853418,0.08704754,0.131335549,0.032203545,0.035671536,0.05937048,0.043397057,0.071171199,0.058527488,0.011539266,0.029315401,0.086331209,0,0,9466287
PF12704,1,LUCA,0.083540708,0.046118538,0.045152226,0.057532164,0.003076538,0.055619789,0.039534465,0.086253704,0.011545715,0.071317685,0.087670572,0.046280279,0.022569092,0.045347382,0.040681765,0.069288832,0.061445306,0.008482781,0.028950361,0.0895921,0,0,15951373
PF12706,1,LUCA,0.081306535,0.055431373,0.026543963,0.069312092,0.012611626,0.058260613,0.026629015,0.076125989,0.051329873,0.062747487,0.101030736,0.040964206,0.018479158,0.044329214,0.055833992,0.049061859,0.057954074,0.01194259,0.030342327,0.069763279,0,0,8524198
PF12800,1,LUCA,0.077218001,0.047365545,0.02158508,0.038736801,0.2758025,0.050785313,0.02498722,0.066015618,0.012753618,0.044104426,0.028909376,0.069223854,0.015688625,0.009651148,0.033554267,0.044077985,0.048528971,0.001269192,0.017178163,0.072564297,0,0,113458
PF12802,1,LUCA,0.100598052,0.114261953,0.019704971,0.05862383,0.00560529,0.064095061,0.040246851,0.073591572,0.021964729,0.039254882,0.132162198,0.032007628,0.021442142,0.013452136,0.038807551,0.068878844,0.061084501,0.005703647,0.014500809,0.074013351,0,0,2856944
PF12804,1,LUCA,0.115423683,0.06248475,0.024660452,0.05759433,0.013318383,0.054275485,0.032312744,0.088946513,0.02467448,0.054966068,0.117927534,0.040766002,0.020330684,0.026222829,0.053419098,0.049616868,0.045315386,0.007885476,0.020966995,0.088892241,0,0,4348501
PF12836,1,LUCA,0.092767596,0.06699154,0.05870759,0.044368117,0.003443231,0.064827091,0.041237066,0.080457679,0.011209964,0.070051675,0.103515842,0.070820949,0.008298595,0.035835194,0.038652523,0.056442935,0.045775625,0.003285214,0.025505501,0.077806075,0,0,1297328
PF12838,1,LUCA,0.087847238,0.049521135,0.03771972,0.05361234,0.133635992,0.069087337,0.028944193,0.071288832,0.014641558,0.059358361,0.04488536,0.054046548,0.019733251,0.025145776,0.059420477,0.037815607,0.046127075,0.006428391,0.026728827,0.074011981,0,0,3316382
PF12844,1,LUCA,0.069223084,0.076483435,0.043454649,0.043774104,0.005343618,0.089749547,0.042127457,0.063249268,0.012168347,0.076910343,0.123998072,0.079024557,0.018389015,0.028849728,0.023053064,0.073968449,0.049210655,0.005535291,0.030865201,0.044622113,0,0,344336
PF12900,1,LUCA,0.085357554,0.066027862,0.027675909,0.066358067,0.014080572,0.078322524,0.02245394,0.071230561,0.027700433,0.056293383,0.085027349,0.045366838,0.018726215,0.037760737,0.04376749,0.059640979,0.053284751,0.011135879,0.038816167,0.090972791,0,0,1141715
PF12911,1,LUCA,0.118113914,0.061981369,0.030863924,0.034267727,0.006214641,0.014807946,0.0278957,0.046389042,0.012748309,0.075582968,0.152116211,0.031171041,0.023399549,0.070549151,0.075223106,0.049759667,0.032118763,0.02884172,0.027590285,0.080364967,0,0,1175450
PF13086,1,LUCA,0.09527956,0.064125996,0.04140229,0.055646045,0.00995479,0.072056383,0.054384108,0.053908211,0.020609428,0.064674825,0.107235916,0.064984231,0.014615043,0.028757136,0.039065533,0.059100349,0.053398427,0.007057418,0.018045773,0.075698541,0,0,1357437
PF13087,1,LUCA,0.077500353,0.079339873,0.047587542,0.057872468,0.008101615,0.074234904,0.041850364,0.063048964,0.02353535,0.06272017,0.090946323,0.045666112,0.018009293,0.043663349,0.040175819,0.064923671,0.044645118,0.007229444,0.030224301,0.078724969,0,0,1733605
PF13167,1,LUCA,0.091384322,0.059105562,0.030018721,0.067630138,0.009335487,0.100064072,0.040988544,0.059512686,0.012066054,0.078770152,0.122885541,0.05461385,0.010279047,0.035967904,0.028843234,0.044451601,0.051252574,0.002711379,0.01699409,0.083125044,0,0,1198652
PF13183,1,LUCA,0.089301012,0.058168505,0.035921879,0.046966466,0.102876717,0.060435882,0.029251024,0.082005508,0.020004236,0.046310882,0.072441438,0.044227133,0.02494749,0.026926933,0.053763441,0.057187311,0.051999749,0.009405033,0.027676115,0.060183246,0,0,2521416
PF13187,2,preLUCA,0.081493273,0.041477037,0.041904758,0.056676518,0.14732064,0.065587208,0.029045338,0.074669583,0.013151183,0.062320253,0.046032118,0.055588856,0.020021515,0.021964619,0.056181314,0.043815113,0.043903436,0.005370827,0.024353308,0.069123102,0,0,1007666
PF13190,1,LUCA,0.139858308,0.019104426,0.015410874,0.044304569,0.005955741,0.057597746,0.012046942,0.115344498,0.009468679,0.073315663,0.124673202,0.026834698,0.014860002,0.044557428,0.049501732,0.071757869,0.045451467,0.014927732,0.024974375,0.090054049,0,0,221467
PF13193,2,preLUCA,0.119891434,0.055948891,0.017553631,0.052551374,0.008906589,0.094484446,0.025508024,0.063947182,0.025676717,0.049388172,0.08932713,0.054957548,0.013219305,0.023866345,0.072029763,0.040135258,0.043020359,0.006685401,0.022923879,0.119978553,0,0,8838513
PF13241,1,LUCA,0.124714388,0.062228989,0.041530437,0.069275135,0.016536733,0.060648364,0.027250111,0.068819295,0.015986307,0.058956058,0.100763418,0.051145241,0.009759533,0.035350387,0.037375456,0.047721883,0.042919609,0.008577768,0.016115081,0.104325807,0,0,877501
PF13244,1,LUCA,0.152011774,0.034384857,0.006131811,0.022939868,0.008467523,0.018615399,0.019483921,0.057889378,0.007889265,0.082387143,0.186079156,0.015021123,0.030096671,0.056624012,0.025912799,0.047551017,0.067833162,0.006390327,0.021168808,0.133121985,0,0,440979
PF13245,1,LUCA,0.106051863,0.080773784,0.026361915,0.067244299,0.00741717,0.068112022,0.044717498,0.063820487,0.022300552,0.052310239,0.109880438,0.042660333,0.016610001,0.034912945,0.039427787,0.048672276,0.05285886,0.012247518,0.031443687,0.072176328,0,0,3058579
PF13247,1,LUCA,0.081152587,0.050456294,0.029974794,0.057076241,0.127070231,0.052335917,0.02761395,0.073003783,0.023567836,0.049915171,0.046486723,0.055691816,0.023283629,0.029847001,0.069898145,0.035278206,0.045391163,0.008028998,0.037037358,0.076890156,0,0,1502429
PF13263,1,LUCA,0.12911849,0.069939182,0.042435512,0.064802517,0.008178958,0.070906676,0.020991262,0.080346732,0.033412094,0.057129675,0.072542468,0.055328906,0.016973086,0.030940231,0.030274729,0.068904579,0.055952464,0.005097518,0.026821391,0.05990353,0,0,357625
PF13279,1,LUCA,0.081223821,0.071335367,0.034881073,0.063871485,0.01234493,0.068441643,0.030956468,0.062871255,0.032647288,0.056083576,0.082793288,0.040587828,0.02674912,0.048026688,0.034405041,0.047427425,0.055790201,0.018009773,0.044469897,0.087083832,0,0,1598632
PF13302,1,LUCA,0.098872798,0.078067767,0.036764405,0.054208772,0.010976796,0.073670685,0.031739317,0.07919742,0.025730884,0.055887669,0.097471521,0.041257331,0.019698589,0.045667192,0.037506249,0.047591241,0.046274986,0.02384752,0.03482888,0.060739977,0,0,7668722
PF13337,1,LUCA,0.054456837,0.064551849,0.044313057,0.060593021,0.007277933,0.071428162,0.031174338,0.070831469,0.020780979,0.061379049,0.096107726,0.060389342,0.031403835,0.062991268,0.040319804,0.063751477,0.043699152,0.011962546,0.037075287,0.065512869,0,0,348588
PF13353,1,LUCA,0.062073365,0.058401212,0.044394697,0.057422192,0.041381218,0.071650394,0.029477301,0.077147148,0.021362887,0.060783225,0.106585411,0.05438671,0.019911391,0.042697382,0.040169864,0.052710215,0.057073691,0.010260545,0.031291729,0.060819424,0,0,4226676
PF13378,1,LUCA,0.11485439,0.056716551,0.028015883,0.068207028,0.015317822,0.07337929,0.031131647,0.081050729,0.027535824,0.060831155,0.095994471,0.040168904,0.024561545,0.032618854,0.054110055,0.040932068,0.042147022,0.015060977,0.02416,0.073205783,0,0,7463659
PF13412,2,preLUCA,0.071346498,0.09422599,0.037251132,0.061895,0.006712648,0.081125903,0.039010115,0.048909354,0.013312012,0.094759657,0.135894808,0.074091899,0.016512475,0.007978422,0.021933918,0.065504287,0.051218187,0.00279395,0.015352278,0.060171467,0,0,2595250
PF13414,5,preLUCA,0.137856435,0.044664346,0.069754869,0.061214446,0.005185321,0.072213721,0.044327579,0.071947899,0.019931246,0.051180572,0.105943452,0.066016301,0.011203131,0.029451437,0.029592431,0.034428411,0.023284551,0.007386433,0.082513417,0.031904002,0,0,1113528
PF13416,1,LUCA,0.105285236,0.027181817,0.048066429,0.070812362,0.004000147,0.060441342,0.039549393,0.080122363,0.010930346,0.047964019,0.079497159,0.061405849,0.02428164,0.044793293,0.054258651,0.05757437,0.057108908,0.022296127,0.041471448,0.062959104,0,0,13221265
PF13419,1,LUCA,0.099519031,0.054902154,0.03087199,0.073770314,0.011337003,0.071731635,0.028509781,0.069205156,0.025304254,0.059401603,0.105018989,0.052000125,0.021409664,0.045528506,0.042934183,0.048402823,0.047356038,0.01105494,0.029957089,0.071784722,0,0,14975387
PF13472,1,LUCA,0.095069543,0.059294796,0.049372804,0.068747012,0.008809972,0.051338683,0.035821784,0.087213717,0.024878198,0.054096595,0.091092325,0.044734705,0.017323919,0.037061602,0.052354953,0.053687365,0.053762703,0.014926524,0.034075212,0.066337587,0,0,10141008
PF13477,1,LUCA,0.076593465,0.059662895,0.04107107,0.037679516,0.011852655,0.041560659,0.026090486,0.05785309,0.032109919,0.083797118,0.106665523,0.075331832,0.018110605,0.055721077,0.042734417,0.053291962,0.048274722,0.014177156,0.043701041,0.073720792,0,0,477952
PF13500,1,LUCA,0.104101034,0.050394988,0.035994338,0.057708537,0.011482411,0.06053577,0.029456473,0.084049829,0.018577333,0.067663752,0.111145831,0.045242122,0.017787784,0.027767172,0.049575577,0.052115572,0.05731323,0.006811949,0.022672608,0.08960369,0,0,2812998
PF13519,1,LUCA,0.113361016,0.064711637,0.028705546,0.074995051,0.004454644,0.049936905,0.033700121,0.072532228,0.011691121,0.057764566,0.112520634,0.041972715,0.027427741,0.030303686,0.040931295,0.072920165,0.061762788,0.005097965,0.017009123,0.078201052,0,0,2263256
PF13520,1,LUCA,0.126141157,0.028311026,0.027316903,0.019458868,0.007883893,0.023631859,0.017503429,0.095950901,0.010434985,0.084665665,0.126898681,0.023218183,0.027791751,0.064923267,0.042880614,0.065675494,0.056792295,0.019748891,0.033240858,0.097531279,0,0,17557188
PF13534,1,LUCA,0.070044937,0.064397792,0.042659868,0.05926497,0.115613905,0.061879346,0.028225322,0.067811968,0.017656863,0.040827955,0.076479168,0.044694042,0.02737929,0.029542912,0.055744461,0.059712257,0.051184906,0.012654643,0.03050221,0.043723186,0,0,865216
PF13579,2,preLUCA,0.108535041,0.096506668,0.022071616,0.046082225,0.011861789,0.048512397,0.027117735,0.073143615,0.032683205,0.046593002,0.103396648,0.033369549,0.017351725,0.036159429,0.056531721,0.051158149,0.047884439,0.021324436,0.029759404,0.089957207,0,0,2449209
PF13597,1,LUCA,0.070376796,0.05229123,0.051983031,0.054658913,0.019416274,0.070569838,0.035601185,0.073527215,0.026916252,0.055284212,0.087758065,0.060072427,0.025936301,0.050664005,0.041430267,0.055786844,0.055538727,0.010456243,0.048128872,0.053603303,0,0,3595077
PF13625,1,LUCA,0.126448093,0.088989877,0.013505681,0.065181649,0.006096364,0.067949497,0.030862693,0.052525248,0.033046218,0.043592431,0.136485684,0.024539224,0.01294738,0.020879513,0.052461374,0.054661459,0.05249686,0.008225478,0.024077916,0.085027359,0,0,422711
PF13632,1,LUCA,0.079197891,0.06484665,0.032129161,0.04758269,0.010495708,0.04137054,0.032662953,0.069347526,0.022897698,0.062547874,0.115550289,0.03760177,0.02603352,0.064574797,0.04620359,0.056999246,0.048923781,0.031735014,0.043366063,0.06593324,0,0,1210209
PF13646,1,LUCA,0.164242999,0.079362761,0.026339831,0.075353409,0.006087551,0.070282693,0.031510371,0.053105872,0.014663605,0.048394082,0.130530139,0.045739693,0.013623038,0.014096957,0.044286618,0.055050482,0.035276769,0.008927885,0.012831786,0.070293458,0,0,4087194
PF13685,1,LUCA,0.123314828,0.042756,0.025789511,0.057417521,0.012723137,0.057882665,0.018291887,0.091814776,0.028747234,0.074069303,0.086621253,0.051300629,0.020296844,0.024803892,0.041606975,0.088689325,0.041817932,0.008580941,0.021490827,0.081984519,0,0,1156633
PF13692,1,LUCA,0.115075347,0.05848177,0.028198312,0.058543767,0.012786371,0.061997813,0.025625967,0.08309407,0.020271169,0.054161172,0.113244366,0.035864713,0.019843175,0.038210203,0.058638655,0.047784532,0.040588785,0.011073601,0.026028644,0.090487567,0,0,5016435
PF13737,1,LUCA,0.061642987,0.079042779,0.026564509,0.051416929,0.01392913,0.04542074,0.036217288,0.074843898,0.017128647,0.064834756,0.119551913,0.054221348,0.021567686,0.042469128,0.045761609,0.073193784,0.063998079,0.019623185,0.027199764,0.061371841,0,0,129082
PF13746,1,LUCA,0.060699053,0.076363605,0.030278009,0.086042338,0.095614879,0.052366153,0.045294566,0.085825618,0.0102162,0.075236659,0.05625195,0.050107927,0.031899078,0.017194598,0.041781528,0.031079874,0.043885884,0.004616145,0.03649355,0.068752384,0,0,461424
PF13793,1,LUCA,0.107998908,0.071826054,0.036939114,0.054736631,0.011964519,0.058552067,0.033719764,0.062044943,0.013419644,0.075070881,0.091410389,0.05062892,0.025501939,0.038526435,0.047228341,0.064272096,0.043337432,0.001931033,0.029770209,0.081120682,0,0,2080234
PF13969,1,LUCA,0.042118945,0.074963993,0.02297397,0.052762848,0.004004637,0.103453121,0.018969333,0.075982717,0.013383918,0.062177258,0.094741279,0.062598799,0.020304212,0.054203112,0.049706678,0.043524081,0.05599466,0.007341834,0.06410932,0.076685285,0,0,28467
PF14251,1,LUCA,0.106223088,0.057472368,0.028852747,0.053906914,0.008886207,0.094813636,0.036902444,0.063753051,0.030635474,0.078508543,0.113134582,0.086187982,0.016195387,0.02080305,0.014481227,0.04156496,0.043649379,0.002166699,0.05334467,0.048517594,0,0,72922
PF14492,1,LUCA,0.061949371,0.053548098,0.02355691,0.064921505,0.00287007,0.117819281,0.037898175,0.065007537,0.023127281,0.07198473,0.097528405,0.068586708,0.031498095,0.02982607,0.051131169,0.047391688,0.059356636,0.002262498,0.00775683,0.081978943,0,0,1871383
PF14535,1,LUCA,0.06232064,0.078949882,0.031501381,0.055276084,0.004843469,0.098751596,0.037090206,0.063115776,0.020786552,0.073926129,0.089313559,0.061473033,0.018742878,0.029126736,0.047235927,0.052022888,0.043330208,0.001802847,0.016388414,0.114001795,0,0,743269
PF14684,1,LUCA,0.076909758,0.069545073,0.046415127,0.077288888,0.004230141,0.082611642,0.035151667,0.061884846,0.039647498,0.035706929,0.087435854,0.0368891,0.035823355,0.050815429,0.024640498,0.042516352,0.035077035,0.040056481,0.060499676,0.05685465,0,0,334977
PF14685,1,LUCA,0.091762689,0.063522522,0.044671936,0.071812208,0.002409294,0.057280259,0.024292924,0.113803447,0.010322826,0.053299686,0.099709551,0.048247786,0.005628035,0.017179316,0.062536901,0.050709456,0.053147319,0.011522712,0.027673555,0.090467575,0,0,210020
PF14720,1,LUCA,0.050279519,0.053787786,0.047719203,0.050905844,0.083212371,0.051853795,0.025158803,0.131909149,0.034998032,0.033220623,0.033470307,0.045920634,0.017659829,0.066255041,0.068138249,0.043567683,0.047287547,0.024447839,0.046606207,0.043601539,0,0,236299
PF14824,1,LUCA,0.117208383,0.09847626,0.025035103,0.019335379,0.001716158,0.057402881,0.025482344,0.08738884,0.004680431,0.078631234,0.103458318,0.070643299,0.012044308,0.014571741,0.050902283,0.104914452,0.061968901,0.000634458,0.003078683,0.062426543,0,0,96145
PF16124,1,LUCA,0.071994192,0.081687669,0.040369504,0.067257472,0.07160814,0.091249387,0.061761823,0.057309701,0.02055697,0.039391855,0.092241529,0.056823512,0.024891826,0.038779178,0.018990361,0.044782098,0.036175629,0.003723497,0.039275908,0.041129751,0,0,758964
PF16177,2,preLUCA,0.091024781,0.045800018,0.055447954,0.072848381,0.016901735,0.084361757,0.033735184,0.049602288,0.016750679,0.031735242,0.05724097,0.062094425,0.009154417,0.065190041,0.04767477,0.047428528,0.039823989,0.074384808,0.050949378,0.047850657,0,0,966528
PF16198,1,LUCA,0.100669607,0.088291173,0.01693947,0.069320295,0.018044853,0.078425094,0.02659696,0.085509114,0.030394059,0.045915927,0.143505872,0.037709252,0.022296328,0.027073923,0.02701945,0.046762236,0.058893554,0.005703619,0.01956077,0.051368443,0,0,752680
PF16199,1,LUCA,0.056254578,0.066726041,0.027155097,0.055549229,0.008578067,0.078322662,0.03809056,0.046189329,0.0205877,0.083345089,0.111638943,0.073912105,0.031091456,0.019516929,0.063787369,0.033321379,0.044702147,0.020854543,0.047605127,0.072771649,0,0,588361
PF16203,1,LUCA,0.100064358,0.105203262,0.021067887,0.055260244,0.005549044,0.090584133,0.046258245,0.069561637,0.019462993,0.058620796,0.08833566,0.042088762,0.008209278,0.034398238,0.030642136,0.056137262,0.054863073,0.002460838,0.03231998,0.078912173,0,0,616863
PF16360,1,LUCA,0.072878769,0.169298681,0.010846994,0.029299804,0.000502748,0.091235149,0.07457332,0.096351568,0.022545945,0.047519497,0.109481992,0.07089212,0.022021664,0.006286688,0.019741043,0.038675068,0.051202569,0.008474624,0.018984581,0.039187178,0,0,1068130
PF16897,1,LUCA,0.059358119,0.048306918,0.052867024,0.08540172,0.004681412,0.085832479,0.021211176,0.058922409,0.013185192,0.10895484,0.103602533,0.077464858,0.016519862,0.022956493,0.02353579,0.05008937,0.048398517,0.003681258,0.028496948,0.086533082,0,0,403938
PF16916,3,preLUCA,0.071836822,0.062445993,0.028395822,0.071506246,0.008719928,0.099705318,0.027805572,0.046910714,0.063728414,0.092934279,0.082068712,0.049473782,0.017910461,0.021212672,0.037396695,0.046098898,0.042890631,0.003951841,0.017415041,0.10759216,0,0,1128335
PF00115,1,post-LUCA,0.090919102,0.027688197,0.02680126,0.019329142,0.003135526,0.017990277,0.019735593,0.095588895,0.027168103,0.076917743,0.119651496,0.018257169,0.050272081,0.091306189,0.045687178,0.050497214,0.061584854,0.036103389,0.041003791,0.080362802,0,0,10225079
PF00080,1,post-LUCA,0.097976108,0.026121242,0.042469217,0.076398298,0.017036373,0.048066198,0.024540918,0.148851771,0.060918304,0.048361511,0.059463687,0.04490555,0.014318695,0.029279895,0.055143736,0.053505546,0.064617699,0.006959811,0.013035679,0.068029763,0,0,501163
PF00578,1,post-LUCA,0.080393128,0.038373713,0.037492168,0.076799976,0.016083476,0.060663295,0.031373354,0.072238206,0.019062311,0.055350643,0.079988791,0.069111446,0.014531131,0.059081451,0.051474859,0.053483109,0.055080357,0.015618942,0.035548814,0.078250828,5.00E-05,0,9153245
PF04209,1,post-LUCA,0.082017152,0.043885932,0.033299139,0.069359913,0.012016088,0.056968518,0.022887489,0.078651896,0.046050204,0.043579431,0.059117152,0.031757251,0.033602512,0.066398113,0.083546529,0.063689646,0.055601774,0.016094427,0.039432285,0.062044549,0,0,319738
PF04116,1,post-LUCA,0.064632418,0.046191019,0.034900841,0.034790055,0.006723034,0.026768058,0.020015665,0.058983452,0.089767494,0.06815319,0.11161057,0.030009649,0.026634007,0.087233823,0.03965632,0.046722237,0.048333062,0.040014712,0.046372154,0.072488237,0,0,1805286
PF02900,1,post-LUCA,0.103058076,0.051483134,0.029633577,0.062233535,0.007040046,0.061865187,0.032590441,0.076764266,0.040138786,0.051081198,0.098588072,0.033360726,0.025563271,0.04082566,0.06910732,0.053117191,0.043339723,0.020826802,0.033525307,0.065857681,0,0,1786352
PF11794,1,post-LUCA,0.082983653,0.063914302,0.03786403,0.077462021,0.010724926,0.06573137,0.031371886,0.06650468,0.027185587,0.056026256,0.071161444,0.051413158,0.027654644,0.045042152,0.047524069,0.052762577,0.056043159,0.011155951,0.04177143,0.075702705,0,0,709935
PF02915,1,post-LUCA,0.134298204,0.051543388,0.035171605,0.044740415,0.004299737,0.139335224,0.03203272,0.050171631,0.030910053,0.050716221,0.086995219,0.080632853,0.024187565,0.050402509,0.017865735,0.038258791,0.04026326,0.006848796,0.041748399,0.039577675,0,0,1702197
PF01751,1,post-LUCA,0.084539823,0.058237451,0.032070652,0.066566335,0.00728782,0.072375195,0.027125411,0.073602006,0.022834433,0.086830571,0.096394383,0.08037243,0.017322177,0.037421141,0.032978356,0.048788923,0.043811956,0.009160962,0.03390598,0.068373995,0,0,5421374
