ancestor,pfamIDs,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,median_PfamLen,mean_PfamLen,concat_length,Clans,avg_clustering_allPhases,avg_clustering_trunc,avg_transfer,phylostrata_age,GC_content
Terrabacteria,PF17279,0.081796162,0.024905285,0.06403329,0.055462394,0.001676914,0.105024533,0.06614496,0.031426619,0.014657475,0.064095398,0.100242221,0.092168188,0.028942302,0.017328116,0.014905906,0.081112974,0.063474318,0.002981181,0.024097882,0.065523881,0,0,86,84.29842932,16101,CL0352,0.675656767,0.688360891,0.226076,modern,0.401057555
Terrabacteria,PF17280,0.091016548,0.049487786,0.015760441,0.034200158,0.006619385,0.061150512,0.064144996,0.03286052,0.013790386,0.084318361,0.163356974,0.050985028,0.030496454,0.062411348,0.034042553,0.050197006,0.037115839,0.021197794,0.017021277,0.079826635,0,0,76,74.64705882,12690,PF17280,1.386225083,1.352103951,0.1936001,modern,0.417256637
post-LBCA,PF17283,0.025872802,0.15668111,0.029433737,0.015488819,0.111310324,0.03207331,0.064644654,0.059589621,0.037103441,0.031500573,0.070994571,0.091115095,0.00851636,0.024104786,0.021116589,0.034140146,0.053264605,0.003685443,0.078191145,0.051172867,0,0,36,36.40797824,40158,CL0167,0.827501184,0.779283483,0.2093165,modern,0.43214813
LBCA,PF17284,0.03324519,0.037905672,0.023063733,0.058381644,0.005546099,0.092129313,0.061346264,0.062558492,0.02678835,0.066182613,0.097964337,0.059342633,0.033169819,0.05932379,0.0129074,0.044349951,0.088869488,0.021895472,0.041335084,0.073694657,0,0,52,49.81570713,159211,PF17284,1.025962229,0.985311024,0.1225645,postLUCA,0.408675296
Proteobacteria,PF17287,0.071271047,0.080652501,0.055833654,0.06761298,0.000140022,0.067280428,0.066422796,0.066930374,0.01251444,0.069310743,0.12799734,0.036843211,0.023051073,0.027566773,0.06574019,0.049725207,0.041026359,0.00864634,0.009889033,0.05154549,0,0,53,52.70664207,57134,CL0191,0.650378244,0.628826731,0.2201795,modern,0.478684807
Proteobacteria,PF17288,0.07062808,0.055303013,0.050937282,0.088203524,0.012073272,0.06925535,0.029502442,0.059083647,0.02436033,0.079652092,0.067927628,0.084332876,0.016258973,0.036411099,0.037187479,0.052580057,0.043904854,0.015550105,0.055066724,0.051781173,0,0,142,142.1984,88874,CL0219,0.856585439,0.835810113,0.2107965,modern,0.42131143
LUCA,PF17289,0.113595253,0.07078553,0.030043375,0.072285612,0.010813529,0.06197072,0.035983201,0.079687966,0.025042405,0.050454093,0.078820046,0.046108235,0.021506049,0.032657566,0.04053352,0.051303236,0.04783573,0.017510698,0.029843086,0.083220149,0,0,149,146.936542,479307,CL0219,0.93398837,0.927995761,0.1896465,LUCA,0.538490989
LBCA,PF17291,0.062429694,0.050992344,0.048380782,0.045506578,0.004489705,0.052934909,0.026046235,0.101875666,0.024772665,0.070982928,0.074719393,0.065219654,0.013578136,0.026943185,0.06551203,0.063723085,0.064897545,0.013939889,0.041056518,0.081999058,0,0,96,95.50165641,201795,PF17291,0.953219055,0.949549345,0.1744442,postLUCA,0.478889384
FCB,PF17293,0.057369181,0.076110035,0.064602201,0.049496188,0.010689537,0.067495409,0.03984494,0.046664645,0.014979351,0.075533394,0.087787863,0.116449954,0.014872689,0.025658888,0.028225444,0.062955605,0.057977488,0.01222947,0.041514868,0.049542853,0,0,82,78.77458317,600026,CL0081,0.912136775,0.88792592,0.596101,modern,0.375350899
Terrabacteria,PF17295,0.034377998,0.081068116,0.037815798,0.078589703,0.025903422,0.08082827,0.022785417,0.105052766,0.024144547,0.058522546,0.089862488,0.0342181,0.023345059,0.042692677,0.020706748,0.035737128,0.040454109,0.032539175,0.07123441,0.060121522,0,0,67,64.80829016,12508,PF17295,0.84529945,0.876955032,0.226394,modern,0.451243455
unclassifiable,PF17297,0.074802625,0.060150772,0.036962064,0.058490535,0.027587905,0.071399763,0.022678087,0.082251178,0.019440961,0.049871291,0.075016262,0.055357832,0.037416162,0.034898503,0.056023651,0.062277561,0.050006371,0.018915012,0.035712814,0.07074065,0,0,220,213.1129032,1043827,PF17297,0.876305952,0.890994333,0.1046515,unclassifiable,0.495350665
Euryarchaeota,PF17299,0.063797186,0.102753401,0.029066258,0.009332776,0.000603612,0.03774899,0.062172076,0.115707852,0.010586433,0.05339648,0.028601941,0.164229001,0.027534011,0.014161675,0.053860798,0.066350931,0.058457538,0.019594187,0.016808283,0.06523657,0,0,56,55.08184143,21537,PF17299,1.014422343,1.052818703,0.0396296,modern,0.491946993
Terrabacteria,PF17302,0.013629574,0.010082151,0.017176998,0.009708738,0.154779686,0.059372666,0.049290515,0.219940254,0.014749813,0.004854369,0.088125467,0.059932786,0.001493652,0.028939507,0.028005975,0.085324869,0.063106796,0.000186706,0.071695295,0.019604182,0,0,29,28.4893617,5356,PF17302,2.464528797,2.528071175,0.2572625,modern,0.525764895
LBCA,PF17319,0.090803847,0.018968179,0.029802897,0.016148183,0.005105676,0.023420803,0.021342911,0.069342199,0.007747566,0.127552838,0.145155545,0.055093802,0.038292567,0.090803847,0.014931133,0.063850629,0.039123724,0.012081453,0.056488957,0.073943244,0,0,72,75.02895323,33688,PF17319,1.299459024,1.316574382,0.149067,postLUCA,0.358107487
Terrabacteria,PF17328,0.068033551,0.017297297,0.021808015,0.017558248,0.005032619,0.034184529,0.01722274,0.06971109,0.007008388,0.105573159,0.174762349,0.036794035,0.036197577,0.116905871,0.010773532,0.082870457,0.044808947,0.011593663,0.042945014,0.078918919,0,0,156,154.1666667,26825,PF17328,1.144413664,1.02390693,0.0557962,modern,0.346618445
post-LBCA,PF17329,0.103032353,0.021944163,0.02600233,0.026415662,0.005110284,0.02179386,0.01604479,0.070980348,0.008792695,0.079096682,0.152369143,0.030022921,0.029384136,0.08443242,0.046856799,0.05508586,0.054447075,0.025100515,0.044902867,0.098185098,0,0,91,88.12251656,26613,PF17329,1.058940435,1.014589603,0.21454875,modern,0.4350071
PVC,PF17376,0.088521264,0.046219316,0.050813065,0.051320351,0.000535468,0.092269538,0.0781501,0.051771271,0.022630555,0.028267057,0.11318096,0.126144914,0.033565369,0.041484655,0.00651016,0.060564214,0.034749035,0.000197278,0.015725841,0.05737959,0,0,81,79.203125,35483,PF17376,0.866045299,0.844622472,0.02222395,modern,0.394057331
PVC,PF17377,0.056823117,0.051712043,0.041306163,0.058944379,0.00689828,0.063687991,0.058827459,0.02754301,0.022849507,0.047035243,0.076565893,0.091899115,0.023233673,0.051010523,0.057107065,0.114865542,0.066711208,0.009253382,0.037080341,0.036646066,0,0,138,129.3088553,59870,PF17377,0.85831145,0.901972252,0.0231032,modern,0.417600493
LBCA,PF17384,0.070714297,0.070636295,0.029074652,0.060431417,0.001602382,0.092331967,0.034828964,0.070692011,0.016075078,0.068398755,0.096269949,0.096417038,0.010759805,0.044960297,0.027819936,0.03266274,0.056065539,0.006491987,0.020318381,0.093448509,0,0,67,67.14155319,448707,CL0010,0.772968678,0.74241999,0.06677755,postLUCA,0.444101578
post-LBCA,PF17385,0.089989376,0.043638901,0.043607186,0.061969776,0.007326007,0.059733917,0.029161315,0.108431251,0.029716315,0.058845916,0.081569224,0.041656756,0.014271443,0.048840049,0.031444746,0.060669489,0.04392433,0.024657882,0.040277183,0.080268937,0,0,219,205.4169381,63063,CL0014,0.850542596,0.901179237,0.16789705,modern,0.478301571
Terrabacteria,PF17386,0.066629826,0.025025657,0.086129312,0.046577722,0.022420463,0.080997868,0.034499092,0.050840767,0.019499487,0.050446041,0.052498618,0.045077761,0.009947107,0.028736086,0.042314676,0.065603537,0.082182048,0.032446515,0.065919318,0.0922081,0,0,53,52.12757202,12667,CL0369,0.943369779,0.908570391,0.2700735,modern,0.427600062
LBCA,PF17389,0.096737189,0.053370361,0.043539638,0.069600077,0.013892649,0.054928897,0.036236782,0.074868431,0.02352402,0.042240907,0.089955417,0.041442028,0.027440267,0.043488031,0.039956037,0.055160687,0.058178969,0.034041561,0.051731317,0.049666736,0,0,331,292.4790409,3391002,CL0059,0.857635781,0.858769504,0.384684,postLUCA,0.495530675
LBCA,PF17390,0.082362024,0.053728413,0.032081592,0.041311141,0.006555355,0.058799076,0.026169021,0.095869235,0.020146408,0.067880156,0.0605842,0.058533578,0.010088924,0.030373322,0.087303431,0.063169313,0.073759539,0.020731552,0.026336704,0.084217017,0,0,70,68.38377926,572509,CL0749,0.852831852,0.804143552,0.516788,postLUCA,0.539237091
LBCA,PF17391,0.095672882,0.052710069,0.05415473,0.047742506,0.006623418,0.065391996,0.042886369,0.078178871,0.024681041,0.041496125,0.096097859,0.039065466,0.04770234,0.020975451,0.051367764,0.045758849,0.055253451,0.033341237,0.0343078,0.066591777,0,0,127,125.1714239,771807,PF17391,0.974079873,0.940100956,0.1638305,postLUCA,0.508589901
LBCA,PF17392,0.111050658,0.066940281,0.03856273,0.077112209,0.014795381,0.055840018,0.022148353,0.114154491,0.030567129,0.056885947,0.076573924,0.034853533,0.026774291,0.031897106,0.03956394,0.056187005,0.034080059,0.026636821,0.016152687,0.069223437,0,0,195,195.3946602,1207539,PF17392,0.75818644,0.782969023,0.1538855,postLUCA,0.550227492
LBCA,PF17396,0.125494452,0.055401078,0.02747854,0.084552459,0.010247832,0.066581754,0.021473356,0.096567313,0.025285459,0.066891207,0.104213944,0.037941643,0.016091562,0.023908617,0.051624853,0.048480989,0.03282894,0.01068286,0.012396064,0.081857078,0,0,91,88.72821329,222974,CL0063,0.767698735,0.80559802,0.162274,postLUCA,0.539585122
PVC,PF17401,0.073246811,0.038712193,0.061493901,0.02066507,0.000222804,0.060435582,0.072188492,0.052470339,0.002450844,0.064446054,0.097922353,0.027571994,0.096529828,0.039380605,0.000167103,0.084498413,0.118754526,0,0.016041887,0.072801203,0,0,54,53.91291291,17953,PF17401,0.514084639,0.469317124,0.05176305,modern,0.410023866
Proteobacteria,PF17408,0.139056409,0.102955386,0.026188652,0.074084563,0.003032019,0.070219572,0.038016859,0.04131543,0.021890514,0.023623097,0.147069603,0.034468397,0.019774764,0.051077866,0.053276913,0.047862593,0.034185186,0.015043481,0.015160097,0.041698597,0,0,84,84.07002801,60026,PF17408,0.977215381,0.941829011,0.1707735,modern,0.529688802
post-LBCA,PF17409,0.063425384,0.064182908,0.032435783,0.055023759,0.019075821,0.06111838,0.029405688,0.086392122,0.041491633,0.048033882,0.091935817,0.03395083,0.012774602,0.047965016,0.032125887,0.054576131,0.064492804,0.024860547,0.066489911,0.070243096,0,0,111.5,105.9927007,29042,CL0116,0.886812244,0.859220789,0.1514994,modern,0.471464278
Proteobacteria,PF17414,0.07168817,0.069098673,0.020352535,0.062511357,0.004815555,0.08922406,0.055333454,0.017717609,0.024577503,0.054061421,0.15505179,0.105397056,0.017944757,0.008404507,0.000454298,0.103216427,0.056878067,0.016627294,0.029711067,0.036934399,0,0,60,59.49189189,22012,CL0057,0.901617444,1.469315166,0.01863225,modern,0.387960467
FCB,PF17415,0.04445049,0.038846572,0.066938701,0.080540443,0.00317374,0.072179906,0.026278564,0.074809576,0.027276025,0.058650707,0.086833515,0.065179543,0.014073268,0.041603192,0.036271309,0.059176641,0.064036997,0.014762423,0.057145448,0.067772942,0,0,113,110.945674,55140,PF17415,0.974004524,0.957525017,0.106548,modern,0.403477063
unclassifiable,PF17425,0.060559943,0.028233318,0.055023484,0.047414132,0.002335284,0.04597098,0.028705623,0.071895253,0.021988402,0.062265488,0.073338406,0.06772323,0.008107895,0.027551101,0.051796069,0.058539529,0.124137388,0.002965023,0.060192595,0.101256855,0,0,85,82.31317495,38111,CL0159,0.966385299,0.989070103,0.1841515,unclassifiable,0.426121635
Terrabacteria,PF17428,0.048926099,0.034654515,0.071039989,0.058252084,0.004910273,0.061290095,0.019429137,0.069238378,0.018510668,0.08870284,0.081355094,0.063268334,0.011869436,0.051716829,0.027024163,0.06206726,0.067754698,0.023880175,0.066306344,0.069803589,0,0,109,104.4575646,28308,PF17428,1.252404474,1.261829364,0.5248525,modern,0.386201647
unclassifiable,PF17432,0.147474033,0.073749611,0.040747977,0.070226356,0.006393772,0.060438562,0.050179832,0.043251602,0.022327824,0.03730029,0.126269883,0.036615791,0.022949897,0.039899198,0.038129356,0.054427014,0.041376621,0.013279289,0.024007859,0.050955233,0,0,321,315.9432526,913076,CL0020,0.834891143,0.831245172,0.05980015,unclassifiable,0.503796573
PVC,PF17435,0.053080272,0.053772838,0.06699756,0.038404459,0.015813601,0.092869863,0.079282369,0.041834312,0.023646197,0.070955082,0.136039839,0.05214036,0.032764989,0.072719478,0.02199723,0.040960359,0.055124992,0.000033,0.005870325,0.045692896,0,0,183,181.5688623,60644,PF17435,1.025910613,1.209017097,0.0167449,modern,0.37430372
PVC,PF17446,0.062022363,0.083742257,0,0.021961226,0.000965329,0.005711528,0.038532701,0.131284691,0.033786501,0.085109806,0.045209557,0.060252594,0.044244228,0.117448315,0.015445258,0.088488456,0.007883517,0.021880782,0.038050036,0.097980854,0,0,46,45.53479853,12431,PF17446,0.877051531,1.028057413,0.010836775,modern,0.478520561
post-LBCA,PF17451,0.050716322,0.052086033,0.05501055,0.072816792,0.000444231,0.046348055,0.036760078,0.092844186,0.020471625,0.031910562,0.084922075,0.065820161,0.009736053,0.023248066,0.046311035,0.052826417,0.110428312,0.038499981,0.050383149,0.058416318,0,0,106,105.9333333,27013,CL0369,0.806263482,0.823935391,0.2788785,modern,0.47472791
PVC,PF17455,0.036869145,0.047921254,0.051504555,0.061952251,0.002503993,0.07956655,0.044337953,0.034235634,0.062254458,0.033372188,0.086862669,0.114708803,0.004619436,0.07468808,0.019427535,0.082890817,0.045071882,0,0.049691318,0.067521478,0,0,79,73.53333333,23163,PF17455,1.217072216,1.172854972,0.02369975,modern,0.327678019
PVC,PF17458,0.070823711,0.038638319,0.042725173,0.050898881,0.003611375,0.11643572,0.083106915,0.056231037,0.028574016,0.03253634,0.078001177,0.04720826,0.024872074,0.024260744,0.029638183,0.097642983,0.068684056,0.003566092,0.003656659,0.098888285,0,0,282,275.1775701,88332,PF17458,1.195942482,1.18578704,0.02251795,modern,0.470669388
PVC,PF17459,0.106446613,0.022332831,0.012814635,0.00873229,0.028227127,0.025214487,0.026764468,0.054795119,0.021939878,0.097823477,0.133931495,0.04217696,0.021503264,0.092038335,0.062326719,0.089222171,0.049512083,0.006854848,0.025694763,0.071648438,0,0,153,145.8821656,45807,PF17459,1.284582101,1.233985814,0.0000001,modern,0.430614565
PVC,PF17461,0.086820858,0.05184375,0.021723979,0.045914155,0.00285221,0.046847021,0.046128607,0.051318343,0.018067574,0.064185458,0.107697751,0.063681496,0.020126312,0.031256367,0.053001791,0.14846506,0.062802243,0.008470851,0.019150556,0.049645618,0,0,348,297.9584665,93261,PF17461,1.269699063,1.346184532,0.0380639,modern,0.463711326
Terrabacteria,PF17479,0.063854284,0.05159118,0.053827612,0.066778212,0.001022961,0.05854897,0.041005401,0.095951229,0.018255914,0.054825724,0.056817805,0.071064707,0.013600822,0.03640829,0.032776158,0.055641608,0.075127559,0.027872573,0.045685342,0.079343649,0,0,108,108.0823635,241456,PF17479,1.09693985,1.088851727,0.0543814,modern,0.457519789
Terrabacteria,PF17481,0.120583683,0.020030953,0.055671015,0.072916206,0.000884369,0.053017908,0.030378068,0.101569755,0.00367013,0.049524652,0.076144152,0.061773159,0.004864028,0.027636524,0.02237453,0.057483971,0.116780898,0.007340261,0.020650011,0.096705726,0,0,87,90.09960159,22615,PF17481,0.809985358,0.823302332,0.1960515,modern,0.499913585
unclassifiable,PF17482,0.084579002,0.066916338,0.052654377,0.060881707,0.006954758,0.069012182,0.040143884,0.053851617,0.006941306,0.070970814,0.08080164,0.044475474,0.023175351,0.055890962,0.040474807,0.046054756,0.057168916,0.023449775,0.030627838,0.084974495,0,0,105,104.4067416,371688,CL0763,0.908655102,0.920961904,0.3199265,unclassifiable,0.455722154
Proteobacteria,PF17516,0.087465565,0.037951283,0.049188053,0.054443961,0.000326229,0.055132666,0.058431202,0.076845005,0.019247499,0.059409888,0.091162824,0.083768305,0.041322314,0.006415833,0.015260258,0.051725388,0.051834131,0.0000362,0.002138611,0.157894737,0,0,49,49.26428571,27588,CL0010,0.546297629,0.533160993,0.018249,modern,0.457244761
post-LBCA,PF17517,0.076375493,0.023346982,0.081661299,0.047287515,0.008105171,0.037028719,0.035725315,0.099726486,0.009935953,0.068533008,0.062425054,0.033311008,0.015133529,0.040934922,0.052777856,0.077793196,0.097460567,0.007738212,0.042613306,0.08208641,0,0,315,308.2163164,498694,PF17517,0.861437972,0.871025546,0.1086514,modern,0.465378088
FCB,PF17541,0.06378054,0.046080533,0.068626611,0.080068581,0.004563677,0.07802123,0.032399586,0.057477119,0.012904364,0.052242757,0.102312095,0.088232773,0.026857618,0.048274123,0.024709412,0.052489851,0.047381559,0.011507526,0.030468218,0.071601825,0,0,429,424.6359743,198305,PF17541,0.871628634,0.854342972,0.06163245,modern,0.404127242
FCB,PF17555,0.051855073,0.03753634,0.046878146,0.042456895,0.010428998,0.038381935,0.02290353,0.047844539,0.015639471,0.095511907,0.116619555,0.063564543,0.026205375,0.093023443,0.043995071,0.052757041,0.04364878,0.022492812,0.061390157,0.066866388,0,0,274,269.3557484,124173,PF17555,1.253908626,1.283516292,0.066645385,modern,0.357524621
FCB,PF17561,0.051952017,0.045960489,0.064024119,0.0649273,0.008446655,0.069761229,0.056099019,0.026319472,0.010380227,0.083512486,0.10385315,0.093727341,0.030275661,0.069494091,0.016104616,0.063031891,0.040795817,0.004223328,0.041075676,0.056035415,0,0,147,145.5759259,78611,PF17561,1.187327143,1.188467467,0.07525255,modern,0.335518657
FCB,PF17642,0.055058757,0.034861052,0.058815441,0.059463653,0.00822051,0.078929664,0.027902591,0.071121653,0.016976286,0.064811405,0.073714502,0.072270756,0.025967776,0.051734213,0.026807506,0.087164906,0.070365405,0.014864686,0.037021759,0.063927479,0,0,128,123.7162819,203637,PF17642,0.864148013,0.839481224,0.191891,modern,0.413562819
post-LBCA,PF17645,0.143154361,0.058040732,0.022850433,0.053334425,0.016028242,0.068983036,0.024649958,0.074074557,0.017531878,0.051875451,0.104502721,0.027806105,0.022013012,0.026380628,0.042821998,0.056739938,0.063363009,0.010908807,0.020356779,0.094583932,0,0,177,174.5254953,537364,CL0399,0.646488129,0.649108881,0.2197985,modern,0.539556427
Euryarchaeota,PF17647,0.12969869,0.01314364,0.013064978,0.011606163,0.0028783,0.011191402,0.00511658,0.187046578,0.005395471,0.101076591,0.150200766,0.007186811,0.016268651,0.062450166,0.02906904,0.048602147,0.042184075,0.015303258,0.024571026,0.123945666,0,0,112,109.9367138,279679,PF17647,1.138738101,1.119941942,0.1315505,modern,0.527664494
LBCA,PF17648,0.092341587,0.079764805,0.01501335,0.062460789,0.007368068,0.069347379,0.029749486,0.081457273,0.054830097,0.047053502,0.106377391,0.028582267,0.019054845,0.034710165,0.051167948,0.055997315,0.042311677,0.021462233,0.020703541,0.080246283,0,0,94,93.76060192,68539,CL0631,0.874986576,0.866250433,0.1954975,postLUCA,0.548337972
post-LBCA,PF17650,0.064998897,0.074387977,0.031499102,0.077192098,0.006356533,0.077294496,0.031609376,0.049891301,0.021023032,0.060706071,0.122877217,0.058004348,0.016249724,0.020668578,0.064959514,0.04512587,0.058910174,0.016927124,0.020479536,0.080839031,0,0,85,84.18832891,126956,PF17650,0.705239533,0.75173517,0.1525475,modern,0.49835595
LUCA,PF17651,0.10173695,0.043058645,0.04376082,0.057576488,0.012889394,0.051608,0.027806879,0.08921545,0.022643278,0.08570831,0.103514797,0.034529832,0.025765716,0.02839327,0.042944728,0.054971343,0.058859451,0.001897367,0.027849832,0.08526945,0,0,161,156.4812975,535479,PF17651,0.6997969,0.690321101,0.135227,LUCA,0.493205963
LBCA,PF17652,0.114004792,0.039558081,0.05224393,0.073922796,0.003448679,0.054863502,0.034334196,0.093078735,0.02875934,0.039680158,0.07590655,0.026521259,0.021724645,0.046658901,0.038332223,0.063215614,0.056053755,0.041816508,0.057233834,0.038642502,0,0,311,297.4236006,196597,CL0059,0.958334301,0.961405224,0.1707965,postLUCA,0.505842516
LBCA,PF17653,0.020223048,0.059641771,0.03725583,0.040243325,0.104237918,0.080770531,0.022156134,0.108198716,0.051138898,0.020317675,0.055951335,0.075593106,0.009057114,0.054315647,0.047015884,0.0242244,0.040364988,0.006907739,0.117985806,0.024400135,0,0,42,40.91537611,73975,PF17653,1.270988584,1.221550197,0.144637,postLUCA,0.433599328
unclassifiable,PF17655,0.062426625,0.060515467,0.047505938,0.06363475,0.002361646,0.072173533,0.029220247,0.039956862,0.031943648,0.067361509,0.095987932,0.043396948,0.029083736,0.058160647,0.037438229,0.066508314,0.065702897,0.010538674,0.039417643,0.076664756,0,0,154,151.8217617,146508,CL0159,0.858026502,0.835169833,0.0932588,unclassifiable,0.41732083
Proteobacteria,PF17656,0.092420487,0.078135757,0.035086512,0.039251457,0.027685988,0.05073661,0.066409656,0.05659966,0.011989995,0.046376612,0.086626279,0.030772408,0.011049153,0.024599569,0.077080178,0.064390289,0.06333471,0.019792097,0.020469044,0.097193538,0,0,73,71.03178484,87156,PF17656,0.824731698,0.820055651,0.106972,modern,0.532938737
post-LBCA,PF17657,0.076240683,0.06527865,0.025428733,0.06271401,0.008110678,0.073963377,0.048277654,0.07415968,0.01763697,0.06962829,0.099512864,0.068807778,0.044289349,0.035446713,0.049725469,0.038580137,0.046251764,0.00312042,0.033544365,0.059282415,0,0,164,162.0599629,3229693,PF17657,0.722907233,0.710328088,0.08483005,modern,0.453790828
LBCA,PF17660,0.107422924,0.060676048,0.040946038,0.048250797,0.005030974,0.047480932,0.059548108,0.088874566,0.02474308,0.032692377,0.063110968,0.045046013,0.013517385,0.044473091,0.027195904,0.064543274,0.055734594,0.036702832,0.068052422,0.065957675,0,0,46,43.87588374,55854,PF17660,0.892785663,0.833315405,0.2926278,postLUCA,0.495804037
post-LBCA,PF17668,0.095984653,0.085473595,0.021910806,0.084520552,0.006462922,0.064745666,0.027092788,0.067292223,0.027295042,0.037686587,0.098212507,0.024935417,0.019796337,0.035654857,0.051700309,0.045540768,0.051130322,0.034956163,0.040441526,0.07916696,0,0,108,106.1213008,326323,CL0257,1.020574972,0.989431183,0.128003,modern,0.519615669
LBCA,PF17674,0.076531005,0.062168871,0.033466294,0.090417949,0.003886294,0.081393308,0.025252037,0.058893816,0.018110405,0.061082444,0.117182309,0.069878364,0.012613202,0.01516463,0.079786343,0.051799506,0.050640124,0.000985869,0.022152467,0.068594763,0,0,70,70.2155614,507167,CL0198,0.696631941,0.732670743,0.1297235,postLUCA,0.490860504
LBCA,PF17676,0.063686168,0.046530862,0.03761058,0.057567701,0.014537021,0.064329716,0.027028992,0.106825297,0.023145064,0.070662699,0.12374106,0.041800789,0.023674203,0.044747998,0.05222864,0.043437068,0.050081099,0.009228947,0.031762641,0.067373457,0,0,116,116.2670085,839099,CL0364,0.85623021,0.804028472,0.169132,postLUCA,0.476631699
LUCA,PF17677,0.08169995,0.066169861,0.036231275,0.054550648,0.00911978,0.098187806,0.022998983,0.059331076,0.012795416,0.064468566,0.104896368,0.061872516,0.01189646,0.034118309,0.040999101,0.055550421,0.066085846,0.007998185,0.019424164,0.091605266,0,0,74,72.26897389,238054,CL0369,0.952206191,1.000187998,0.239212,LUCA,0.47852784
LBCA,PF17678,0.071650465,0.041401119,0.045124362,0.056284385,0.006198935,0.047161883,0.032511532,0.100130626,0.028586429,0.045995852,0.056128138,0.054094499,0.019496923,0.054355558,0.052605299,0.072660248,0.07903581,0.015896931,0.054212413,0.066468592,0,0,231,230.2097855,2060838,CL0103,0.994124462,0.988486061,0.2598865,postLUCA,0.496324377
post-LBCA,PF17680,0.085793254,0.064078095,0.051792632,0.059964091,0.000636186,0.051290751,0.059377386,0.060614415,0.015954138,0.05857155,0.102532021,0.03753499,0.023164249,0.036100037,0.024238697,0.077303701,0.06315916,0.0033011,0.02539797,0.099195578,0,0,127,117.7918401,141468,CL0342,0.673421566,0.676387502,0.0798946,modern,0.467478433
Terrabacteria,PF17689,0.119080415,0.055621302,0.026397646,0.071600867,0.011226436,0.036796327,0.045048016,0.086726808,0.009441588,0.036809261,0.087347625,0.016813787,0.00927345,0.022536942,0.076890743,0.072680829,0.093691596,0.008368093,0.009111779,0.104536489,0,0,158,156.0393542,154635,CL0004,0.896919961,0.890974115,0.0807901,modern,0.564731407
unclassifiable,PF17723,0.099183919,0.076179022,0.03333047,0.065252126,0.000996478,0.074718667,0.040134009,0.056678979,0.020668327,0.080886522,0.117412593,0.055132721,0.011304871,0.027454686,0.017936603,0.056971051,0.055270166,0.001288549,0.02204278,0.087157461,0,0,118,88.59208524,58205,CL0057,0.768432085,0.790897197,0.1273535,unclassifiable,0.48619123
LBCA,PF17726,0.031142919,0.088223813,0.057341141,0.064541314,0.010887009,0.07338972,0.068445023,0.054998916,0.024202993,0.066232921,0.12049447,0.085751464,0.011494253,0.054261548,0.026328345,0.031012795,0.028236825,0.013793103,0.04424203,0.044979397,0,0,68,64.22005571,23055,CL0123,0.736649843,0.761040243,0.1765715,postLUCA,0.355536207
Terrabacteria,PF17727,0.084811266,0.081897091,0.041849063,0.067263677,0.003226855,0.085849363,0.044300473,0.031643195,0.018335543,0.107987093,0.146621808,0.045676264,0.042024164,0.014821022,0.01389549,0.060047027,0.039172524,0.001150662,0.016722115,0.052705306,0,0,70,69.34431917,79954,PF17727,0.811968779,0.835177709,0.0622143,modern,0.410926415
post-LBCA,PF17728,0.098629414,0.073625703,0.055021359,0.053306065,0.006514819,0.065544029,0.045108938,0.044251291,0.018455905,0.056027445,0.10558955,0.057000544,0.019808349,0.031864888,0.053256585,0.055400703,0.062888621,0.018093055,0.035147037,0.044465702,0,0,138,135.9439462,60631,CL0123,1.186221722,1.127311046,0.2612095,modern,0.465781851
LBCA,PF17746,0.060449568,0.08718382,0.050389023,0.047859125,0.023813741,0.06194843,0.016292178,0.075719795,0.025648712,0.053105143,0.095363974,0.064360236,0.016987105,0.02980919,0.050652459,0.045710756,0.06457371,0.020039334,0.029132431,0.08096127,0,0,66,65.2153436,220167,CL0021,0.972328835,0.98625814,0.1215325,postLUCA,0.47964604
LBCA,PF17753,0.073840455,0.049815224,0.03922665,0.078138787,0.005538908,0.068161764,0.026960677,0.050549086,0.015734342,0.055904528,0.104758743,0.064623503,0.011051606,0.056594707,0.047098189,0.069952736,0.072687244,0.009880922,0.022120685,0.077361243,0,0,72,69.96515892,114463,CL0159,0.765832211,0.739729708,0.1942995,postLUCA,0.45062448
post-LBCA,PF17754,0.17463648,0.101505648,0.011629096,0.062097416,0.005701191,0.073730957,0.029686201,0.053940156,0.02222242,0.033793726,0.123419114,0.009361956,0.022631394,0.024589581,0.04706761,0.04192209,0.052430952,0.016703489,0.015340982,0.077589541,0,0,108,103.3079219,449906,CL0174,0.825881741,0.810693731,0.3687655,modern,0.58942444
unclassifiable,PF17755,0.060333259,0.068668924,0.03640461,0.068577464,0.004173241,0.083706263,0.035400023,0.065823331,0.021064371,0.057811711,0.086814927,0.070718912,0.017644939,0.042380503,0.052729768,0.062075921,0.048135613,0.023701966,0.040531138,0.053303115,0,0,107,98.63092294,2033671,PF17755,0.840125616,0.86873556,0.0903629,unclassifiable,0.446031177
LBCA,PF17757,0.052231268,0.088622611,0.024224581,0.08479612,0.002643798,0.092988891,0.036017885,0.065264651,0.018312461,0.077976582,0.0870826,0.032495361,0.014001326,0.06447335,0.041956904,0.051405894,0.047151248,0.005140096,0.034970587,0.078243786,0,0,89,87.81507874,2230503,CL0664,0.695911131,0.679793866,0.05634805,postLUCA,0.444383971
