"PFAM_IDs","robust_classifications"
"PF07071","post-LBCA"
"PF07072","Proteobacteria"
"PF07073","Proteobacteria"
"PF07075","LBCA"
"PF07076","Proteobacteria"
"PF07077","LBCA"
"PF07079","PVC"
"PF07080","LBCA"
"PF07081","LBCA"
"PF07082","post-LBCA"
"PF07083","post-LBCA"
"PF07085","LBCA"
"PF07087","LBCA"
"PF07090","LBCA"
"PF07098","LBCA"
"PF07099","LBCA"
"PF07100","LBCA"
"PF07103","LBCA"
"PF07109","LBCA"
"PF07110","LBCA"
"PF07119","unclassifiable"
"PF07120","Proteobacteria"
"PF07126","Proteobacteria"
"PF07130","Proteobacteria"
"PF07136","Terrabacteria"
"PF07143","LBCA"
"PF07146","PVC"
"PF07148","Proteobacteria"
"PF07152","post-LBCA"
"PF07155","LUCA"
"PF07157","post-LBCA"
"PF07158","post-LBCA"
"PF07161","Terrabacteria"
"PF07166","LBCA"
"PF07167","Proteobacteria"
"PF07168","unclassifiable"
"PF07171","LBCA"
"PF07176","Terrabacteria"
"PF07178","Proteobacteria"
"PF07179","LBCA"
"PF07183","Proteobacteria"
"PF07185","TACK"
"PF07187","Terrabacteria"
"PF07191","Proteobacteria"
"PF07194","Inspect"
"PF07195","LBCA"
"PF07196","LBCA"
"PF07201","post-LBCA"
"PF07208","Proteobacteria"
"PF07209","Proteobacteria"
"PF07210","Terrabacteria"
"PF07219","Proteobacteria"
"PF07221","unclassifiable"
"PF07224","LBCA"
"PF07226","Proteobacteria"
"PF07228","LBCA"
"PF07233","Proteobacteria"
"PF07235","post-LBCA"
"PF07237","Proteobacteria"
"PF07238","LBCA"
"PF07244","LBCA"
"PF07254","Proteobacteria"
"PF07261","Terrabacteria"
"PF07264","Proteobacteria"
"PF07273","Proteobacteria"
"PF07274","LBCA"
"PF07275","LBCA"
"PF07277","Proteobacteria"
"PF07282","LUCA"
"PF07284","FCB"
"PF07285","LBCA"
"PF07286","post-LBCA"
"PF07287","LBCA"
"PF07288","Terrabacteria"
"PF07290","LBCA"
"PF07291","LBCA"
"PF07293","Terrabacteria"
"PF07295","post-LBCA"
"PF07298","post-LBCA"
"PF07299","Terrabacteria"
"PF07301","post-LBCA"
"PF07302","post-LBCA"
"PF07307","Terrabacteria"
"PF07308","post-LBCA"
"PF07309","Proteobacteria"
"PF07310","Proteobacteria"
"PF07311","LUCA"
"PF07313","LBCA"
"PF07314","post-LBCA"
"PF07315","Terrabacteria"
"PF07317","Proteobacteria"
"PF07318","Euryarchaeota"
"PF07319","Terrabacteria"
"PF07323","Proteobacteria"
"PF07330","Proteobacteria"
"PF07331","LBCA"
"PF07332","LBCA"
"PF07335","post-LBCA"
"PF07336","LBCA"
"PF07338","Proteobacteria"
"PF07345","Proteobacteria"
"PF07348","post-LBCA"
"PF07350","post-LBCA"
"PF07352","LBCA"
"PF07355","post-LBCA"
"PF07357","Proteobacteria"
"PF07361","Proteobacteria"
"PF07362","LACA"
"PF07364","LBCA"
"PF07366","LUCA"
"PF07369","Proteobacteria"
"PF07370","Proteobacteria"
"PF07372","Proteobacteria"
"PF07374","Terrabacteria"
"PF07377","post-LBCA"
"PF07378","Proteobacteria"
"PF07379","PVC"
"PF07381","Inspect"
"PF07382","LBCA"
"PF07383","Proteobacteria"
"PF07385","LBCA"
"PF07386","LBCA"
"PF07388","LBCA"
"PF07394","LBCA"
"PF07396","LBCA"
"PF07398","Terrabacteria"
"PF07399","PVC"
"PF07408","Terrabacteria"
"PF07409","Proteobacteria"
"PF07411","LBCA"
"PF07417","Proteobacteria"
"PF07423","Terrabacteria"
"PF07429","post-LBCA"
"PF07431","Euryarchaeota"
"PF07432","post-LBCA"
"PF07433","Proteobacteria"
"PF07435","Terrabacteria"
"PF07437","Proteobacteria"
"PF07441","Terrabacteria"
"PF07444","Terrabacteria"
"PF07445","Proteobacteria"
"PF07449","Proteobacteria"
"PF07451","Terrabacteria"
"PF07452","LBCA"
"PF07454","Terrabacteria"
"PF07456","Terrabacteria"
"PF07457","Terrabacteria"
"PF07460","LBCA"
"PF07463","post-LBCA"
"PF07465","Terrabacteria"
"PF07466","Terrabacteria"
"PF07470","LBCA"
"PF07475","Proteobacteria"
"PF07476","Terrabacteria"
"PF07477","LBCA"
"PF07478","LBCA"
"PF07479","LBCA"
"PF07484","LBCA"
"PF07485","post-LBCA"
"PF07486","LBCA"
"PF07488","unclassifiable"
"PF07494","LBCA"
"PF07495","LBCA"
"PF07497","LBCA"
"PF07498","LBCA"
"PF07499","unclassifiable"
"PF07501","post-LBCA"
"PF07503","LBCA"
"PF07504","LBCA"
"PF07505","LBCA"
"PF07506","post-LBCA"
"PF07508","LBCA"
"PF07509","Proteobacteria"
"PF07510","LBCA"
"PF07511","Proteobacteria"
"PF07514","Proteobacteria"
"PF07515","Proteobacteria"
"PF07516","Terrabacteria"
"PF07517","LBCA"
"PF07519","unclassifiable"
"PF07520","post-LBCA"
"PF07521","LUCA"
"PF07523","Terrabacteria"
"PF07532","post-LBCA"
"PF07536","Proteobacteria"
"PF07537","Terrabacteria"
"PF07538","LBCA"
"PF07541","LACA"
"PF07542","Proteobacteria"
"PF07548","PVC"
"PF07549","LBCA"
"PF07550","post-LBCA"
"PF07552","Terrabacteria"
"PF07553","Terrabacteria"
"PF07554","Terrabacteria"
"PF07555","LBCA"
"PF07556","LBCA"
"PF07559","LBCA"
"PF07560","PVC"
"PF07561","post-LBCA"
"PF07563","Terrabacteria"
"PF07564","Terrabacteria"
"PF07566","post-LBCA"
"PF07568","LBCA"
"PF07577","PVC"
"PF07578","post-LBCA"
"PF07579","PVC"
"PF07581","LBCA"
"PF07583","LBCA"
"PF07584","LBCA"
"PF07585","PVC"
"PF07586","post-LBCA"
"PF07587","LBCA"
"PF07589","LBCA"
"PF07591","LBCA"
"PF07592","LBCA"
"PF07593","LBCA"
"PF07595","PVC"
"PF07596","PVC"
"PF07602","LBCA"
"PF07603","Proteobacteria"
"PF07606","post-LBCA"
"PF07607","LBCA"
"PF07608","post-LBCA"
"PF07609","LBCA"
"PF07610","LBCA"
"PF07613","Terrabacteria"
"PF07615","post-LBCA"
"PF07617","LBCA"
"PF07622","PVC"
"PF07624","post-LBCA"
"PF07626","LBCA"
"PF07627","post-LBCA"
"PF07631","post-LBCA"
"PF07632","LBCA"
"PF07634","Proteobacteria"
"PF07635","LBCA"
"PF07637","post-LBCA"
"PF07638","LBCA"
"PF07639","PVC"
"PF07642","LBCA"
"PF07648","Proteobacteria"
"PF07650","LUCA"
"PF07653","Inspect"
"PF07655","Proteobacteria"
"PF07659","Inspect"
"PF07660","post-LBCA"
"PF07661","LBCA"
"PF07662","LBCA"
"PF07663","post-LBCA"
"PF07664","LUCA"
"PF07666","FCB"
"PF07669","LUCA"
"PF07670","LUCA"
"PF07675","unclassifiable"
"PF07676","preLUCA"
"PF07678","LBCA"
"PF07679","LBCA"
"PF07680","Terrabacteria"
"PF07681","LBCA"
"PF07683","LBCA"
"PF07685","LBCA"
"PF07687","preLUCA"
"PF07688","Terrabacteria"
"PF07689","post-LBCA"
"PF07690","preLUCA"
"PF07691","LBCA"
"PF07693","unclassifiable"
"PF07694","post-LBCA"
"PF07695","LBCA"
"PF07696","unclassifiable"
"PF07697","LBCA"
"PF07698","LBCA"
"PF07700","LBCA"
"PF07701","LBCA"
"PF07702","unclassifiable"
"PF07703","LBCA"
"PF07704","post-LBCA"
"PF07705","preLUCA"
"PF07714","LBCA"
"PF07715","LBCA"
"PF07717","LBCA"
"PF07719","LUCA"
"PF07720","LBCA"
"PF07721","LBCA"
"PF07722","LBCA"
"PF07724","LBCA"
"PF07726","LACA"
"PF07728","LUCA"
"PF07729","LBCA"
"PF07730","post-LBCA"
"PF07731","LUCA"
"PF07732","LUCA"
"PF07733","LBCA"
"PF07736","unclassifiable"
"PF07739","LBCA"
"PF07743","Proteobacteria"
"PF07745","LBCA"
"PF07746","post-LBCA"
"PF07747","Euryarchaeota"
"PF07748","LUCA"
"PF07750","Proteobacteria"
"PF07751","LBCA"
"PF07752","Euryarchaeota"
"PF07754","LACA"
"PF07755","LUCA"
"PF07756","Proteobacteria"
"PF07758","unclassifiable"
"PF07759","Proteobacteria"
"PF07760","LACA"
"PF07766","FCB"
"PF07769","Proteobacteria"
"PF07775","TACK"
"PF07784","LBCA"
"PF07786","LUCA"
"PF07787","post-LBCA"
"PF07788","Inspect"
"PF07790","Euryarchaeota"
"PF07793","Proteobacteria"
"PF07796","Inspect"
"PF07799","LBCA"
"PF07804","LBCA"
"PF07811","LBCA"
"PF07812","post-LBCA"
"PF07813","LBCA"
"PF07819","LBCA"
"PF07823","Inspect"
"PF07826","unclassifiable"
"PF07831","LBCA"
"PF07833","unclassifiable"
"PF07835","Proteobacteria"
"PF07836","Terrabacteria"
"PF07837","Inspect"
"PF07840","post-LBCA"
"PF07843","LBCA"
"PF07845","Proteobacteria"
"PF07848","post-LBCA"
"PF07849","unclassifiable"
"PF07853","Inspect"
"PF07854","TACK"
"PF07858","post-LBCA"
"PF07859","LUCA"
"PF07862","LBCA"
"PF07863","FCB"
"PF07866","LBCA"
"PF07869","Proteobacteria"
"PF07870","Terrabacteria"
"PF07872","Terrabacteria"
"PF07873","Terrabacteria"
"PF07875","Terrabacteria"
"PF07876","LBCA"
"PF07878","LBCA"
"PF07879","Proteobacteria"
"PF07881","post-LBCA"
"PF07882","unclassifiable"
"PF07883","preLUCA"
"PF07884","LUCA"
"PF07885","preLUCA"
"PF07886","Proteobacteria"
"PF07892","Terrabacteria"
"PF07895","Euryarchaeota"
"PF07896","Proteobacteria"
"PF07900","Inspect"
"PF07905","unclassifiable"
"PF07907","post-LBCA"
"PF07916","Proteobacteria"
"PF07920","unclassifiable"
"PF07924","post-LBCA"
"PF07927","LBCA"
"PF07929","LBCA"
"PF07931","post-LBCA"
"PF07934","LBCA"
"PF07935","TACK"
"PF07940","LUCA"
"PF07943","post-LBCA"
"PF07944","LBCA"
"PF07947","LBCA"
"PF07949","LBCA"
"PF07958","post-LBCA"
"PF07963","LBCA"
"PF07969","LUCA"
"PF07971","LBCA"
"PF07972","unclassifiable"
"PF07973","LUCA"
"PF07976","post-LBCA"
"PF07977","LBCA"
"PF07978","LBCA"
"PF07980","post-LBCA"
"PF07987","post-LBCA"
"PF07991","unclassifiable"
"PF07992","preLUCA"
"PF07993","LBCA"
"PF07994","LBCA"
"PF07995","LUCA"
"PF07996","Proteobacteria"
"PF07997","Terrabacteria"
"PF07998","LUCA"
"PF08000","LBCA"
"PF08002","LBCA"
"PF08003","LBCA"
"PF08004","Euryarchaeota"
"PF08006","post-LBCA"
"PF08007","LBCA"
"PF08009","post-LBCA"
"PF08011","LBCA"
"PF08012","Terrabacteria"
"PF08013","LBCA"
"PF08014","LBCA"
"PF08019","LBCA"
"PF08020","LBCA"
"PF08021","LBCA"
"PF08022","LBCA"
"PF08028","LBCA"
"PF08029","LUCA"
"PF08031","LBCA"
"PF08032","LBCA"
"PF08041","Terrabacteria"
"PF08042","post-LBCA"
"PF08044","post-LBCA"
"PF08068","LACA"
"PF08069","LACA"
"PF08071","LACA"
"PF08085","post-LBCA"
"PF08113","Terrabacteria"
"PF08123","LBCA"
"PF08124","LBCA"
"PF08125","LBCA"
"PF08126","unclassifiable"
"PF08139","LBCA"
"PF08141","Terrabacteria"
"PF08148","Inspect"
"PF08173","Proteobacteria"
"PF08175","Terrabacteria"
"PF08176","Terrabacteria"
"PF08177","Terrabacteria"
"PF08179","Terrabacteria"
"PF08183","Terrabacteria"
"PF08191","Terrabacteria"
"PF08206","LBCA"
"PF08207","LBCA"
"PF08211","LBCA"
"PF08212","LBCA"
"PF08213","unclassifiable"
"PF08218","LBCA"
"PF08220","LUCA"
"PF08222","Terrabacteria"
"PF08223","post-LBCA"
"PF08230","Terrabacteria"
"PF08237","Terrabacteria"
"PF08238","LBCA"
"PF08239","LBCA"
"PF08240","preLUCA"
"PF08241","preLUCA"
"PF08242","LUCA"
"PF08244","post-LBCA"
"PF08245","LBCA"
"PF08264","LUCA"
"PF08267","LBCA"
"PF08269","LBCA"
"PF08271","LACA"
"PF08272","Proteobacteria"
"PF08273","post-LBCA"
"PF08274","post-LBCA"
"PF08275","LBCA"
"PF08278","post-LBCA"
"PF08279","LBCA"
"PF08280","Terrabacteria"
"PF08281","LBCA"
"PF08282","LUCA"
"PF08291","LBCA"
"PF08298","LBCA"
"PF08299","LBCA"
"PF08305","LBCA"
"PF08308","unclassifiable"
"PF08309","LUCA"
"PF08310","post-LBCA"
"PF08323","LUCA"
"PF08326","Terrabacteria"
"PF08327","LUCA"
"PF08328","LBCA"
"PF08329","Proteobacteria"
"PF08331","LBCA"
"PF08332","LBCA"
"PF08334","LBCA"
"PF08335","LBCA"
"PF08338","LBCA"
"PF08340","LBCA"
"PF08341","Terrabacteria"
"PF08343","Terrabacteria"
"PF08345","LBCA"
"PF08346","LBCA"
"PF08348","LBCA"
"PF08349","post-LBCA"
"PF08350","Euryarchaeota"
"PF08351","LACA"
"PF08352","LUCA"
"PF08353","unclassifiable"
"PF08354","Terrabacteria"
"PF08357","post-LBCA"
"PF08359","LBCA"
"PF08360","post-LBCA"
"PF08361","post-LBCA"
"PF08362","Proteobacteria"
"PF08364","Proteobacteria"
"PF08367","post-LBCA"
"PF08369","LBCA"
"PF08376","LBCA"
"PF08378","LBCA"
"PF08379","LBCA"
"PF08386","post-LBCA"
"PF08388","LBCA"
"PF08394","LACA"
"PF08401","LBCA"
"PF08402","preLUCA"
"PF08406","LBCA"
"PF08410","post-LBCA"
"PF08411","post-LBCA"
"PF08417","Terrabacteria"
"PF08421","LBCA"
"PF08423","LACA"
"PF08428","Terrabacteria"
"PF08436","LBCA"
"PF08438","LACA"
"PF08439","LBCA"
"PF08442","unclassifiable"
"PF08443","LUCA"
"PF08445","LBCA"
"PF08446","LBCA"
"PF08447","preLUCA"
"PF08448","LUCA"
"PF08450","LUCA"
"PF08453","post-LBCA"
"PF08455","LBCA"
"PF08459","LUCA"
"PF08460","Terrabacteria"
"PF08461","Inspect"
"PF08463","LUCA"
"PF08468","Proteobacteria"
"PF08471","LBCA"
"PF08477","LBCA"
"PF08478","LBCA"
"PF08479","LBCA"
"PF08480","unclassifiable"
"PF08481","Terrabacteria"
"PF08482","LBCA"
"PF08484","LBCA"
"PF08485","LBCA"
"PF08486","LBCA"
"PF08487","LUCA"
"PF08489","LACA"
"PF08494","LUCA"
"PF08495","LBCA"
"PF08496","Proteobacteria"
"PF08497","LBCA"
"PF08501","unclassifiable"
"PF08502","LUCA"
"PF08503","Terrabacteria"
"PF08511","Proteobacteria"
"PF08521","unclassifiable"
"PF08522","FCB"
"PF08525","Proteobacteria"
"PF08529","Terrabacteria"
"PF08530","LBCA"
"PF08531","LBCA"
"PF08532","LBCA"
"PF08533","LBCA"
"PF08534","LBCA"
"PF08535","Proteobacteria"
"PF08538","CPR"
"PF08540","LBCA"
"PF08541","LUCA"
"PF08542","Euryarchaeota"
"PF08543","unclassifiable"
"PF08544","preLUCA"
"PF08545","LBCA"
"PF08546","LUCA"
"PF08547","LBCA"
"PF08548","unclassifiable"
"PF08570","LBCA"
"PF08592","LBCA"
"PF08608","Inspect"
"PF08617","Euryarchaeota"
"PF08645","LBCA"
"PF08646","LACA"
"PF08659","LBCA"
"PF08660","LBCA"
"PF08662","LBCA"
"PF08663","unclassifiable"
"PF08664","Terrabacteria"
"PF08665","LBCA"
"PF08666","LUCA"
"PF08667","unclassifiable"
"PF08668","LBCA"
"PF08669","LBCA"
"PF08670","LBCA"
"PF08671","Terrabacteria"
"PF08673","Terrabacteria"
"PF08676","LBCA"
"PF08678","Terrabacteria"
"PF08679","Proteobacteria"
"PF08680","Terrabacteria"
"PF08681","LBCA"
"PF08695","LBCA"
"PF08696","Proteobacteria"
"PF08704","Inspect"
"PF08706","LBCA"
"PF08707","post-LBCA"
"PF08708","post-LBCA"
"PF08712","LBCA"
"PF08713","preLUCA"
"PF08714","LACA"
"PF08719","LBCA"
"PF08721","post-LBCA"
"PF08722","LBCA"
"PF08734","LUCA"
"PF08735","Euryarchaeota"
"PF08741","Terrabacteria"
"PF08745","CPR"
"PF08747","LBCA"
"PF08750","Proteobacteria"
"PF08751","post-LBCA"
"PF08753","LACA"
"PF08755","Proteobacteria"
"PF08756","Terrabacteria"
"PF08757","LBCA"
"PF08760","Terrabacteria"
"PF08761","Terrabacteria"
"PF08765","LBCA"
"PF08768","Terrabacteria"
"PF08769","Terrabacteria"
"PF08770","Proteobacteria"
"PF08774","LBCA"
"PF08780","LBCA"
"PF08786","post-LBCA"
"PF08787","LBCA"
"PF08795","LBCA"
"PF08796","Terrabacteria"
"PF08797","LBCA"
"PF08798","LBCA"
"PF08800","post-LBCA"
"PF08803","LBCA"
"PF08805","Proteobacteria"
"PF08807","Terrabacteria"
"PF08808","LBCA"
"PF08809","Proteobacteria"
"PF08810","Terrabacteria"
"PF08811","LBCA"
"PF08812","Terrabacteria"
"PF08814","post-LBCA"
"PF08817","Terrabacteria"
"PF08818","LBCA"
"PF08819","Inspect"
"PF08821","LBCA"
"PF08823","Inspect"
"PF08827","Euryarchaeota"
"PF08830","Terrabacteria"
"PF08837","LBCA"
"PF08838","Terrabacteria"
"PF08840","LBCA"
"PF08841","Terrabacteria"
"PF08842","FCB"
"PF08843","LUCA"
"PF08844","Terrabacteria"
"PF08845","LBCA"
"PF08846","Terrabacteria"
"PF08847","Terrabacteria"
"PF08848","Terrabacteria"
"PF08849","LBCA"
"PF08850","Proteobacteria"
"PF08852","Terrabacteria"
"PF08853","Terrabacteria"
"PF08855","Terrabacteria"
"PF08856","post-LBCA"
"PF08857","post-LBCA"
"PF08858","Terrabacteria"
"PF08859","LUCA"
"PF08860","Terrabacteria"
"PF08861","unclassifiable"
"PF08863","Terrabacteria"
"PF08864","Terrabacteria"
"PF08865","Terrabacteria"
"PF08866","Terrabacteria"
"PF08867","LBCA"
"PF08868","Terrabacteria"
"PF08869","LBCA"
"PF08870","LBCA"
"PF08872","Terrabacteria"
"PF08874","LBCA"
"PF08876","Terrabacteria"
"PF08877","post-LBCA"
"PF08878","LBCA"
"PF08882","post-LBCA"
"PF08883","post-LBCA"
"PF08885","Proteobacteria"
"PF08886","Proteobacteria"
"PF08887","unclassifiable"
"PF08888","post-LBCA"
"PF08889","LBCA"
"PF08890","Terrabacteria"
"PF08891","Proteobacteria"
"PF08892","LBCA"
"PF08894","post-LBCA"
"PF08895","Proteobacteria"
"PF08897","Proteobacteria"
"PF08899","LBCA"
"PF08900","Proteobacteria"
"PF08901","LBCA"
"PF08902","LBCA"
"PF08903","Inspect"
"PF08904","Proteobacteria"
"PF08905","post-LBCA"
"PF08906","LBCA"
"PF08907","post-LBCA"
"PF08908","Proteobacteria"
"PF08909","post-LBCA"
"PF08915","LACA"
"PF08921","Terrabacteria"
"PF08922","LBCA"
"PF08924","post-LBCA"
"PF08928","LBCA"
"PF08929","LBCA"
"PF08937","LBCA"
"PF08940","Terrabacteria"
"PF08950","post-LBCA"
"PF08951","Terrabacteria"
"PF08955","Terrabacteria"
"PF08958","Terrabacteria"
"PF08962","Terrabacteria"
"PF08963","Terrabacteria"
"PF08967","Euryarchaeota"
"PF08968","Terrabacteria"
"PF08970","Terrabacteria"
"PF08972","LBCA"
"PF08973","post-LBCA"
"PF08974","LBCA"
"PF08975","post-LBCA"
"PF08977","Terrabacteria"
"PF08979","Euryarchaeota"
"PF08980","post-LBCA"
"PF08982","Proteobacteria"
"PF08984","LBCA"
"PF08989","FCB"
"PF08990","post-LBCA"
"PF09001","Euryarchaeota"
"PF09002","LBCA"
"PF09012","Proteobacteria"
"PF09019","Inspect"
"PF09021","Terrabacteria"
"PF09035","Terrabacteria"
"PF09037","post-LBCA"
"PF09039","post-LBCA"
"PF09043","post-LBCA"
"PF09055","LBCA"
"PF09056","Terrabacteria"
"PF09078","Proteobacteria"
"PF09079","Euryarchaeota"
"PF09082","Euryarchaeota"
"PF09084","LUCA"
"PF09086","Proteobacteria"
"PF09087","LBCA"
"PF09092","LBCA"
"PF09093","LBCA"
"PF09094","Inspect"
"PF09095","Proteobacteria"
"PF09098","post-LBCA"
"PF09099","post-LBCA"
"PF09106","LBCA"
"PF09107","LBCA"
"PF09112","post-LBCA"
"PF09113","post-LBCA"
"PF09115","LBCA"
"PF09118","LBCA"
"PF09123","unclassifiable"
"PF09127","post-LBCA"
"PF09130","Inspect"
"PF09134","Inspect"
"PF09136","post-LBCA"
"PF09137","post-LBCA"
"PF09140","LBCA"
"PF09142","post-LBCA"
"PF09148","Terrabacteria"
"PF09150","Terrabacteria"
"PF09154","post-LBCA"
"PF09157","post-LBCA"
"PF09163","Proteobacteria"
"PF09167","Terrabacteria"
"PF09168","Terrabacteria"
"PF09171","TACK"
"PF09173","Euryarchaeota"
"PF09176","Proteobacteria"
"PF09179","post-LBCA"
"PF09180","LACA"
"PF09182","Terrabacteria"
"PF09183","LACA"
"PF09186","post-LBCA"
"PF09190","LUCA"
"PF09195","LBCA"
"PF09202","LACA"
"PF09203","Terrabacteria"
"PF09204","LBCA"
"PF09206","post-LBCA"
"PF09209","LBCA"
"PF09210","post-LBCA"
"PF09223","post-LBCA"
"PF09224","LBCA"
"PF09234","LBCA"
"PF09239","LACA"
"PF09242","Proteobacteria"
"PF09243","post-LBCA"
"PF09249","LACA"
"PF09250","LUCA"
"PF09261","LUCA"
"PF09265","post-LBCA"
"PF09269","Terrabacteria"
"PF09274","post-LBCA"
"PF09278","LBCA"
"PF09285","LBCA"
"PF09286","LBCA"
"PF09290","LBCA"
"PF09295","LBCA"
"PF09296","LBCA"
"PF09297","LBCA"
"PF09298","LBCA"
"PF09299","LBCA"
"PF09312","Proteobacteria"
"PF09313","Proteobacteria"
"PF09314","LBCA"
"PF09317","post-LBCA"
"PF09321","PVC"
"PF09323","LBCA"
"PF09326","Proteobacteria"
"PF09327","post-LBCA"
"PF09330","post-LBCA"
"PF09334","LUCA"
"PF09335","LUCA"
"PF09336","LACA"
"PF09338","Terrabacteria"
"PF09339","LUCA"
"PF09341","Euryarchaeota"
"PF09343","unclassifiable"
"PF09344","LBCA"
"PF09345","unclassifiable"
"PF09346","LBCA"
"PF09347","LBCA"
"PF09348","LBCA"
"PF09349","LBCA"
"PF09350","LBCA"
"PF09351","unclassifiable"
"PF09353","Terrabacteria"
"PF09356","post-LBCA"
"PF09357","FCB"
"PF09359","LBCA"
"PF09360","LUCA"
"PF09361","Proteobacteria"
"PF09362","post-LBCA"
"PF09363","LBCA"
"PF09364","LBCA"
"PF09365","LBCA"
"PF09366","Terrabacteria"
"PF09367","Terrabacteria"
"PF09369","LBCA"
"PF09370","LBCA"
"PF09371","LBCA"
"PF09373","Euryarchaeota"
"PF09374","LBCA"
"PF09375","LBCA"
"PF09376","LUCA"
"PF09377","TACK"
"PF09378","LACA"
"PF09382","LBCA"
"PF09383","LBCA"
"PF09386","LBCA"
"PF09388","Terrabacteria"
"PF09391","LBCA"
"PF09392","Proteobacteria"
"PF09393","Terrabacteria"
"PF09394","LBCA"
"PF09397","LBCA"
"PF09406","Terrabacteria"
"PF09407","LBCA"
"PF09411","LBCA"
"PF09413","FCB"
"PF09414","LUCA"
"PF09419","post-LBCA"
"PF09423","LBCA"
"PF09424","LBCA"
"PF09438","Terrabacteria"
"PF09445","post-LBCA"
"PF09449","Terrabacteria"
"PF09450","unclassifiable"
"PF09455","LACA"
"PF09458","post-LBCA"
"PF09459","Inspect"
"PF09471","LBCA"
"PF09472","Euryarchaeota"
"PF09476","Proteobacteria"
"PF09479","post-LBCA"
"PF09481","unclassifiable"
"PF09484","LBCA"
"PF09485","LBCA"
"PF09488","unclassifiable"
"PF09489","post-LBCA"
"PF09490","Inspect"
"PF09491","LBCA"
"PF09492","LBCA"
"PF09493","post-LBCA"
"PF09498","Proteobacteria"
"PF09500","unclassifiable"
"PF09501","Terrabacteria"
"PF09505","Euryarchaeota"
"PF09508","post-LBCA"
"PF09509","LBCA"
"PF09511","LBCA"
"PF09512","Terrabacteria"
"PF09515","Terrabacteria"
"PF09517","post-LBCA"
"PF09520","preLUCA"
"PF09523","Proteobacteria"
"PF09524","Proteobacteria"
"PF09526","Proteobacteria"
"PF09527","LBCA"
"PF09529","post-LBCA"
"PF09533","Proteobacteria"
"PF09534","Terrabacteria"
"PF09535","Proteobacteria"
"PF09536","Proteobacteria"
"PF09537","LBCA"
"PF09538","Proteobacteria"
"PF09539","Proteobacteria"
"PF09544","Proteobacteria"
"PF09546","Terrabacteria"
"PF09547","Terrabacteria"
"PF09548","Terrabacteria"
"PF09550","Proteobacteria"
"PF09551","Terrabacteria"
"PF09557","post-LBCA"
"PF09559","Proteobacteria"
"PF09560","Terrabacteria"
"PF09565","LBCA"
"PF09568","LBCA"
"PF09577","Terrabacteria"
"PF09578","Terrabacteria"
"PF09579","LACA"
"PF09580","Terrabacteria"
"PF09581","Terrabacteria"
"PF09582","Terrabacteria"
"PF09585","post-LBCA"
"PF09586","LBCA"
"PF09587","LBCA"
"PF09588","LBCA"
"PF09594","preLUCA"
"PF09600","Proteobacteria"
"PF09601","LBCA"
"PF09603","post-LBCA"
"PF09604","LBCA"
"PF09605","Inspect"
"PF09608","Proteobacteria"
"PF09611","post-LBCA"
"PF09614","post-LBCA"
"PF09615","Proteobacteria"
"PF09617","LBCA"
"PF09618","Proteobacteria"
"PF09619","LBCA"
"PF09620","post-LBCA"
"PF09622","Inspect"
"PF09623","unclassifiable"
"PF09626","unclassifiable"
"PF09630","post-LBCA"
"PF09633","post-LBCA"
"PF09640","FCB"
"PF09643","LBCA"
"PF09648","Terrabacteria"
"PF09650","post-LBCA"
"PF09651","post-LBCA"
"PF09654","Terrabacteria"
"PF09655","post-LBCA"
"PF09656","LBCA"
"PF09660","post-LBCA"
"PF09661","Terrabacteria"
"PF09663","post-LBCA"
"PF09664","post-LBCA"
"PF09669","LBCA"
"PF09670","LBCA"
"PF09671","Terrabacteria"
"PF09673","Proteobacteria"
"PF09674","post-LBCA"
"PF09676","Proteobacteria"
"PF09677","Proteobacteria"
"PF09678","LBCA"
"PF09680","Terrabacteria"
"PF09681","post-LBCA"
"PF09682","Terrabacteria"
"PF09683","Terrabacteria"
"PF09684","LBCA"
"PF09685","unclassifiable"
"PF09686","Proteobacteria"
"PF09693","Terrabacteria"
"PF09694","LBCA"
"PF09695","Proteobacteria"
"PF09697","FCB"
"PF09698","Proteobacteria"
"PF09699","LBCA"
"PF09700","LBCA"
"PF09701","LBCA"
"PF09704","LUCA"
"PF09706","Terrabacteria"
"PF09707","LBCA"
"PF09709","LBCA"
"PF09712","Proteobacteria"
"PF09718","Proteobacteria"
"PF09719","LUCA"
"PF09720","LBCA"
"PF09721","LUCA"
"PF09722","LBCA"
"PF09723","unclassifiable"
"PF09731","Proteobacteria"
"PF09754","LBCA"
"PF09791","Proteobacteria"
"PF09818","Inspect"
"PF09819","Inspect"
"PF09820","LBCA"
"PF09821","Inspect"
"PF09822","LBCA"
"PF09823","LBCA"
"PF09824","Euryarchaeota"
"PF09825","post-LBCA"
"PF09826","post-LBCA"
"PF09827","LUCA"
"PF09828","LBCA"
"PF09829","Proteobacteria"
"PF09830","post-LBCA"
"PF09831","Proteobacteria"
"PF09832","Proteobacteria"
"PF09834","Proteobacteria"
"PF09835","LBCA"
"PF09836","post-LBCA"
"PF09837","LBCA"
"PF09838","Proteobacteria"
"PF09839","Proteobacteria"
"PF09840","TACK"
"PF09842","Proteobacteria"
"PF09843","LACA"
"PF09844","LBCA"
"PF09845","Euryarchaeota"
"PF09846","Euryarchaeota"
"PF09847","LACA"
"PF09848","LBCA"
"PF09849","Proteobacteria"
"PF09850","Proteobacteria"
"PF09851","LUCA"
"PF09852","LBCA"
"PF09853","LACA"
