Clans,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,Clan_ancestor,Clans_copies,Clans_clustering,Clans_transfer,Clans_GC,median_ClanLen,mean_ClanLen
PF14289,0.056903394,0.024998267,0.061323107,0.066983858,0.002037397,0.061752567,0.03315969,0.085702547,0.011220054,0.070101667,0.080144934,0.081741036,0.016628878,0.053476171,0.033200268,0.070620738,0.075082722,0.002984237,0.040069931,0.071868538,0,0,modern,NA,0.784182024,0.1066425,0.395634302,95,95.05641273
PF14293,0.067345161,0.036951755,0.030240218,0.026501479,0.017568719,0.023418576,0.014265608,0.074698172,0.015347497,0.09250146,0.175443048,0.05738317,0.029675338,0.073017894,0.016711825,0.058642182,0.056267772,0.024443019,0.044419658,0.065157448,0,0,modern,NA,1.043501807,0.168805,0.372384397,144,137.9749009
PF14294,0.055847033,0.065848865,0.038233482,0.044954113,0.025283566,0.037192492,0.052149436,0.054797715,0.045986775,0.055647163,0.122162261,0.070704042,0.025591699,0.063658622,0.015581539,0.079181865,0.04504572,0.010826296,0.038225154,0.053082163,0,0,modern,1,1.066040177,0.2206655,0.394170715,71,65.68818381
PF14300,0.082874155,0.044949036,0.053890403,0.075325462,0.007397316,0.102442224,0.045554546,0.059773943,0.021041477,0.054435362,0.09961651,0.05074175,0.021233222,0.063709759,0.024200222,0.046331618,0.03650217,0.013946917,0.051094964,0.044938944,0,0,postLUCA,1,0.779150975,0.14402605,0.412723702,117,111.7136415
PF14301,0.158782754,0.056444241,0.036334552,0.069584095,0.006817489,0.068555759,0.0531688,0.05777727,0.018205363,0.055987203,0.077239488,0.039495734,0.025137112,0.031916514,0.020985679,0.051721511,0.068136807,0.020795247,0.015882084,0.067032297,0,0,modern,1,0.839142736,0.3033585,0.538807752,98,95.82481752
PF14302,0.057933951,0.036147245,0.040733273,0.053347923,0.02263506,0.088769764,0.047065188,0.06504045,0.010794993,0.058007721,0.061118351,0.079130499,0.01646298,0.03260629,0.054688076,0.060466717,0.049462709,0.017163794,0.064856026,0.083568987,0,0,modern,1,0.985263106,0.1993865,0.446397114,75,73.94
PF14316,0.120096062,0.080512207,0.022550465,0.043158363,0.008391518,0.051174349,0.053260638,0.044841303,0.019444213,0.051304162,0.143953935,0.038438714,0.010853339,0.031405602,0.062287314,0.05053919,0.040914444,0.043487533,0.028035087,0.055351563,0,0,postLUCA,1,1.231571158,0.144192,0.523491396,141,137.5625
PF14319,0.074932848,0.090880621,0.030468195,0.036081232,0.076908252,0.049409186,0.047837294,0.061225473,0.058406909,0.034726154,0.079793064,0.047536166,0.014881777,0.043193891,0.038905819,0.050866648,0.047855362,0.019037352,0.035009215,0.062044543,0,0,postLUCA,1,1.165793875,0.262752,0.487206853,90,83.60725076
PF14321,0.068185506,0.028415134,0.056093685,0.092778646,0.002572892,0.07170617,0.035052115,0.083414246,0.009964484,0.057365966,0.093404485,0.041573199,0.010644408,0.033524862,0.039489645,0.070549785,0.07864448,0.006871348,0.026228562,0.093520381,0,0,modern,1,0.957412693,0.113868,0.460789747,143,148.482218
PF14325,0.117616794,0.020883019,0.042086849,0.025913102,0.002996259,0.009908841,0.013256177,0.135200901,0.027293198,0.066069029,0.172608743,0.005998571,0.022680774,0.073072407,0.020416934,0.04447175,0.045337336,0.015283949,0.022529448,0.116375919,0,0,modern,NA,1.111872658,0.1568185,0.488950391,117,116.3429577
PF14326,0.080404743,0.053333049,0.045346953,0.055465518,0.007762187,0.051136606,0.038651,0.078698767,0.012752164,0.053141127,0.085405382,0.037883311,0.011803216,0.050315605,0.074327206,0.060498145,0.060818015,0.006770589,0.047660682,0.087825735,0,0,postLUCA,1,0.964381174,0.1795645,0.489010396,79,78.15666667
PF14328,0.089273968,0.088144912,0.022620392,0.07283884,0.002631191,0.097216631,0.046193118,0.067920082,0.022856021,0.034814197,0.060939571,0.096441019,0.0232291,0.042560503,0.043885916,0.034716018,0.026125374,0.015944234,0.072662118,0.038986795,0,0,postLUCA,1,1.125579329,0.150642,0.457350393,143,143.2672293
PF14329,0.111598482,0.026484523,0.027326182,0.022433459,0.007013057,0.026156183,0.022028815,0.0872921,0.012053764,0.089477177,0.172977185,0.020444923,0.02583478,0.068851898,0.033465209,0.057050169,0.044355911,0.020377868,0.0357474,0.089030912,0,0,LUCA,1,0.963084848,0.404446,0.461721372,208,193.7629928
PF14330,0.090939665,0.060043497,0.029349118,0.0728459,0.009685881,0.051276877,0.037017107,0.058541288,0.020156499,0.075267371,0.08665725,0.056276765,0.01580682,0.055312661,0.056142239,0.060604022,0.045447411,0.004573888,0.035918477,0.078137261,0,0,modern,1,0.940675095,0.2755985,0.453208054,96,94.69426752
PF14331,0.092100829,0.090376383,0.029997878,0.053484879,0.006036602,0.065006844,0.054976349,0.062964134,0.018080685,0.040956121,0.126211169,0.035670454,0.017140456,0.060328581,0.043602075,0.05894528,0.046888716,0.013331697,0.02511368,0.058787188,0,0,modern,NA,0.926531154,0.1740955,0.487689062,255,243.4111392
PF14332,0.077629328,0.06888672,0.026816106,0.051585129,0.00890243,0.084651299,0.054499332,0.080716955,0.021263139,0.05217341,0.133859499,0.035371688,0.019437086,0.045059627,0.033712259,0.060728993,0.05115667,0.013554273,0.018947419,0.061048637,0,0,postLUCA,1,0.857513897,0.198586,0.473056401,106,123.615805
PF14333,0.083366455,0.062986884,0.021949523,0.023261129,0.006558029,0.021770668,0.021949523,0.059538951,0.011705087,0.080832671,0.147913355,0.020280207,0.024095787,0.085949921,0.047943164,0.037937202,0.044674086,0.036893879,0.057313196,0.103080286,0,0,modern,NA,1.453579638,0.1162535,0.427264524,72,68.69761092
PF14334,0.08149997,0.082365492,0.035828586,0.063001952,0.000996357,0.057567279,0.049364948,0.048207564,0.01680723,0.042853405,0.124594916,0.032296049,0.012801675,0.041846984,0.041474608,0.073961877,0.054900264,0.033745295,0.036422375,0.069463175,0,0,modern,1,0.68542487,0.03783455,0.473392274,157,154.5287714
PF14335,0.087088911,0.06148941,0.044299367,0.050676046,0.007447894,0.078755367,0.050043439,0.035307911,0.018556475,0.072817295,0.109888071,0.082373879,0.013875182,0.037365993,0.041448417,0.056630988,0.050802568,0.011724318,0.027876886,0.061531584,0,0,postLUCA,1,0.827054073,0.2712565,0.418784417,214,210.2074468
PF14336,0.108208977,0.055841668,0.033091359,0.059234001,0.017113998,0.06655769,0.020096204,0.101424311,0.021185969,0.070125792,0.10070366,0.035686874,0.019674359,0.027361304,0.049701486,0.051558774,0.05090843,0.010423075,0.022094106,0.079007962,0,0,modern,1,0.785987304,0.0991873,0.508230857,258,227.5733333
PF14340,0.146517696,0.050537958,0.019787268,0.014359173,0.020231524,0.020629822,0.025884299,0.085629082,0.006275755,0.061720956,0.150311745,0.020139609,0.014226407,0.079608646,0.053703921,0.035765167,0.047652847,0.017908116,0.025736214,0.103373793,0,0,postLUCA,1,1.049919014,0.114007,0.525837195,130,129.9508958
PF14341,0.150457115,0.050491648,0.031316454,0.016557916,0.000890601,0.044075683,0.049473818,0.067921991,0.005125502,0.070175757,0.162125811,0.0176848,0.053036224,0.029680656,0.000617968,0.079736091,0.062378451,0.001617623,0.013140915,0.093494974,0,0,modern,1,2.124276478,0.162845,0.484772025,50,49.38868941
PF14342,0.130120572,0.025703749,0.022139992,0.024443396,0.014528206,0.024275763,0.016359753,0.097463152,0.011995083,0.071504849,0.123514584,0.027616008,0.056802801,0.062614084,0.031595743,0.052835484,0.061751083,0.038195522,0.024232302,0.082307874,0,0,postLUCA,1,0.884456169,0.267324,0.505417047,133,131.963964
PF14343,0.060927463,0.028807548,0.034244513,0.032421039,0.007411001,0.067217612,0.036536403,0.08555273,0.009769807,0.09431879,0.0564106,0.05734743,0.023169834,0.024257227,0.060007361,0.05393469,0.09241167,0.004065177,0.053533191,0.117655915,0,0,postLUCA,1,1.118181877,0.1514765,0.470023981,56,54.99172033
PF14345,0.079000759,0.07193392,0.035531058,0.060841512,0.003346605,0.070640274,0.04389556,0.078856128,0.011819581,0.054035812,0.09603108,0.04882909,0.014483205,0.037780876,0.050821786,0.05063698,0.04514903,0.012856104,0.051279785,0.082230855,0,0,postLUCA,1,0.873601447,0.2038565,0.480147913,151,149.3185363
PF14346,0.231209595,0.076739413,0.030592441,0.064438208,0.000195479,0.100462168,0.084404976,0.025091107,0.01026264,0.020329801,0.085661626,0.059048576,0.016364373,0.010835114,0.014814505,0.054692191,0.036107737,0.004789232,0.025691506,0.048269314,0,0,modern,1,0.709419838,0.140724,0.587062785,76,74.91631799
PF14347,0.057882702,0.019942483,0.027426807,0.062962614,0.002015464,0.0548654,0.034640045,0.106583848,0.081302155,0.056032247,0.101315355,0.052767432,0.024645231,0.02732073,0.082457216,0.033838574,0.079640281,0.002262977,0.012741031,0.079357409,0,0,unclassifiable,NA,0.900948757,0.1954935,0.521177762,91,90.85760171
PF14348,0.101710382,0.059243314,0.017220805,0.028989916,0.005673975,0.034032149,0.034254428,0.064975783,0.02516437,0.055218887,0.141334612,0.024076371,0.02883783,0.058436089,0.043695454,0.067432556,0.051112567,0.03099043,0.036898383,0.090701701,0,0,modern,NA,1.190064502,0.294927,0.483478079,183,172.6828283
PF14349,0.053590486,0.056774751,0.086190254,0.070523172,0.001194361,0.060435362,0.052628013,0.069395164,0.005517808,0.059384883,0.079166574,0.04623923,0.018099108,0.049768531,0.045306092,0.065731061,0.063503682,0.008692294,0.044283551,0.063575623,0,0,modern,NA,0.819092019,0.0377796,0.407064218,415,419.4928216
PF14350,0.085966179,0.068272229,0.037737878,0.067227794,0.011342866,0.057835563,0.032469627,0.067673215,0.024843719,0.06593761,0.091019399,0.046938117,0.014552967,0.038667117,0.055669897,0.064724223,0.049626,0.020558465,0.034520098,0.064417037,0,0,postLUCA,1,0.893631622,0.21503925,0.479527035,339,317.595122
PF14351,0.113362807,0.031467484,0.017933542,0.019873075,0.012200513,0.018097547,0.02162721,0.082166286,0.015238163,0.078108956,0.199507986,0.019224187,0.026162293,0.06610097,0.027403023,0.064689104,0.0443668,0.026654307,0.037007986,0.078807758,0,0,postLUCA,1,0.980772656,0.2263555,0.466485793,312,304.9152174
PF14352,0.096793996,0.026384695,0.059146319,0.043110036,0.002931633,0.026522507,0.030143199,0.126836969,0.006076248,0.056552951,0.068768088,0.015134241,0.011363209,0.04141871,0.044763778,0.092521831,0.134203636,0.001265363,0.028326589,0.087736003,0,0,modern,1,0.846137131,0.2399085,0.517617956,128,126.8982512
PF14355,0.102558009,0.059155025,0.053095242,0.041807411,0.005737274,0.048121807,0.030604451,0.076146182,0.040687115,0.062821449,0.123962453,0.060020709,0.014563848,0.032912939,0.030570502,0.076451717,0.050752805,0.004481184,0.018077504,0.067472375,0,0,postLUCA,1,0.916976948,0.415633,0.476777535,76,74.01130653
PF14356,0.067237956,0.04034681,0.05694566,0.053007848,0.003942858,0.055250458,0.043822983,0.058893124,0.007338306,0.079848542,0.100576924,0.08162699,0.020319717,0.037455886,0.046872832,0.06197829,0.069876619,0.013493503,0.02810705,0.073057644,0,0,modern,NA,0.676376055,0.09350815,0.440947039,419,395.227318
PF14357,0.099634651,0.055946826,0.033893829,0.060370631,0.001870763,0.118122194,0.064266221,0.04551457,0.034664143,0.054648297,0.146909939,0.033343604,0.017563166,0.016924905,0.033629721,0.07095695,0.056453033,0.000506207,0.003983625,0.050796725,0,0,modern,NA,0.749399403,0.09207665,0.476760408,82,81.71942446
PF14362,0.10695182,0.047259898,0.0378889,0.047862417,0.005290923,0.0723913,0.044683213,0.058149785,0.007092666,0.082422937,0.118428726,0.071928271,0.017476902,0.049877268,0.028095558,0.05212654,0.059337385,0.010421046,0.02766934,0.054645105,0,0,postLUCA,1,1.286071306,0.1192035,0.444812486,287,280.5255435
PF14366,0.121306342,0.060418298,0.028542669,0.057264288,0.002192149,0.055720837,0.044223241,0.113096969,0.012862096,0.047645677,0.082295045,0.047623308,0.022189912,0.035767811,0.04563248,0.062565709,0.050777318,0.006397495,0.017850352,0.085628006,0,0,modern,NA,0.882093323,0.35536,0.534240444,115,115.2190722
PF14373,0.121101896,0.044910034,0.038411174,0.013725205,0.009602794,0.003879917,0.005189388,0.066249576,0.017459625,0.102284301,0.171055822,0.02463747,0.015568165,0.078713808,0.033900771,0.032397303,0.041660604,0.07114797,0.029972356,0.07813182,0,0,postLUCA,1,1.078954324,0.4082725,0.449513954,42,41.15568862
PF14375,0.094955435,0.054846703,0.03661378,0.042660601,0.1677207,0.062021524,0.049650505,0.056067162,0.011982692,0.036096009,0.084230186,0.040959355,0.01022597,0.023891416,0.064850771,0.054680277,0.03763083,0.015625578,0.016624136,0.038666371,0,0,modern,1,0.878444228,0.1588735,0.525337119,47,47.68783069
PF14385,0.077395144,0.066934244,0.031227516,0.061756698,0.007907397,0.070397698,0.029739148,0.056699067,0.021076986,0.059210248,0.101540567,0.063372036,0.013959624,0.059182032,0.051585006,0.04709874,0.055697417,0.019673264,0.059111494,0.046435676,0,0,modern,1,0.867161937,0.03522115,0.43665632,161,156.1398678
PF14386,0.065926769,0.067895086,0.039508632,0.060306393,0.01946974,0.055942895,0.031635363,0.062488143,0.021532916,0.064243028,0.084400493,0.04783248,0.02440239,0.056725479,0.058077215,0.055136596,0.04214096,0.024710681,0.047666477,0.069958262,0,0,modern,1,0.832335792,0.1838673,0.453838846,166,152.2310469
PF14387,0.112659623,0.021909639,0.018927854,0.012510533,0.040448564,0.019251961,0.017112854,0.088092306,0.023076424,0.113178194,0.133402476,0.028326959,0.054385169,0.043235885,0.043948921,0.042393207,0.05671874,0.011149284,0.014779283,0.104492124,0,0,modern,NA,1.275318957,0.190017,0.453991635,113,107.1319444
PF14393,0.056800077,0.052847926,0.055004445,0.068850179,0.014567508,0.063850575,0.029715956,0.044160234,0.035719001,0.067758716,0.090397768,0.067177776,0.025015624,0.053842565,0.035146863,0.053138396,0.039512715,0.021010659,0.071772483,0.053710533,0,0,postLUCA,1,0.932101241,0.15948495,0.392747233,219,215.986692
PF14395,0.09156197,0.092365759,0.021754705,0.0533995,0.008841671,0.059410439,0.026909434,0.081881564,0.026752171,0.044924776,0.128134337,0.037271313,0.018889025,0.039193416,0.069125793,0.052158871,0.03458037,0.018207552,0.041954254,0.05268308,0,0,modern,NA,0.875451604,0.0446015,0.523735459,252,231.6963563
PF14400,0.096454351,0.063308083,0.047919806,0.053858967,0.000168557,0.074611327,0.054602602,0.05446379,0.011957643,0.051211628,0.083832395,0.043229952,0.009627588,0.03603157,0.064398747,0.073580154,0.061325058,0.017757992,0.03444515,0.067214643,0,0,unclassifiable,NA,0.929017612,0.118928,0.506044905,160,159.0788644
PF14401,0.073928003,0.066390864,0.039017275,0.04816044,0.016039927,0.064068226,0.045700578,0.045349895,0.023836267,0.057283275,0.116274224,0.060703704,0.012228157,0.047413333,0.045995355,0.07530024,0.04253935,0.008131775,0.052678658,0.058960454,0,0,postLUCA,1,0.826580601,0.1142915,0.43465395,146,148.9470098
PF14402,0.074619918,0.046710185,0.021251459,0.012396097,0.002193562,0.037960622,0.025359981,0.068490639,0.009215078,0.10310449,0.186244741,0.025910134,0.034236503,0.067517289,0.033778041,0.060076105,0.058718353,0.010883173,0.024023389,0.097310241,0,0,modern,1,1.088690284,0.08124795,0.414927231,215,217.118683
PF14413,0.078588773,0.079817169,0.063505214,0.033123839,0.012655335,0.088187402,0.044422225,0.071575489,0.027024711,0.051035566,0.08363091,0.075974861,0.021211256,0.03273818,0.02056849,0.047507499,0.031538352,0.044079417,0.051678332,0.04113698,0,0,postLUCA,1,0.893271039,0.090818,0.448822907,82,83.44457688
PF14430,0.096875288,0.059152917,0.024679694,0.07793345,0.012120933,0.078025624,0.030486681,0.082933911,0.026684487,0.036708452,0.079776938,0.01537008,0.013088764,0.03387409,0.074108213,0.055834639,0.06141119,0.02343534,0.032652779,0.08484653,0,0,modern,1,0.936695386,0.1879954,0.535532186,115,110.4223919
CL0695,0.060057556,0.050186923,0.062209193,0.057421801,0.005782523,0.057072161,0.031629058,0.108119739,0.028294021,0.069780264,0.040948334,0.076786531,0.01426804,0.039764934,0.05334714,0.054638122,0.061052688,0.016957586,0.038917727,0.07276566,0,0,postLUCA,1,0.916301324,0.2453318,0.475844977,121,112.6712121
PF14449,0.119131334,0.037807653,0.019317477,0.049968976,0.001902792,0.051830403,0.01369183,0.149120993,0.002771458,0.062709411,0.090465357,0.072719752,0.016918304,0.037642192,0.033877973,0.045377456,0.063950362,0.016752844,0.026059979,0.087983454,0,0,postLUCA,1,0.757829089,0.1855185,0.526734217,61,59.99007444
CL0208,0.064634184,0.044162008,0.053882216,0.051628573,0.016725223,0.06360078,0.029674901,0.058525388,0.025065349,0.057071673,0.101242659,0.058918773,0.015951064,0.058921935,0.067182731,0.059316546,0.048033787,0.022451632,0.039595362,0.063415217,0,0,postLUCA,1,0.807323596,0.178051,0.453140533,156,143.1580217
PF14472,0.115479709,0.089816519,0.012325024,0.0640232,0.002611864,0.071477702,0.024752291,0.095458517,0.014472143,0.026267358,0.105822319,0.036138531,0.006952577,0.04005168,0.065361664,0.051112598,0.04847285,0.024668637,0.024529214,0.080205603,0,0,modern,NA,0.959898721,0.1390715,0.549053356,92,90.71332209
PF14480,0.05581769,0.047439298,0.033003469,0.045080086,0.004667415,0.078517139,0.06867221,0.020097939,0.033998164,0.081284432,0.11668537,0.078058049,0.017483677,0.081909304,0.029726076,0.053126913,0.047707101,0.014971434,0.026346664,0.06540757,0,0,modern,NA,0.680020439,0.07450505,0.36891779,72,70.32825112
PF14491,0.046627992,0.054688599,0.056713524,0.068487796,0.018380686,0.076149672,0.031687333,0.040342126,0.025573468,0.078565509,0.103138242,0.071380545,0.018232139,0.056424249,0.026535112,0.060544462,0.04246087,0.0095148,0.049278376,0.065274498,0,0,postLUCA,1,0.844005041,0.311991,0.371727256,224,207.9772358
PF14494,0.106419417,0.053174614,0.025253731,0.064629336,0.004814914,0.031893538,0.025969651,0.071971026,0.012142566,0.053329028,0.108876005,0.022446201,0.021028398,0.041874307,0.070609374,0.056880554,0.070623412,0.025225655,0.021267038,0.111571234,0,0,modern,NA,1.184354839,0.11551975,0.539065857,244,235.884106
PF14504,0.04563372,0.036237464,0.057266744,0.070769851,0.000531691,0.07673762,0.051509818,0.065608786,0.015134848,0.066745504,0.074775865,0.063903709,0.021111783,0.043901142,0.030526374,0.063738702,0.060585226,0.01214638,0.072823277,0.070311497,0,0,modern,NA,0.812991315,0.149297,0.395944324,139,134.3423645
PF14551,0.071962514,0.062234639,0.041520558,0.089552764,0.001042744,0.116637702,0.041401764,0.018307411,0.011518578,0.070880172,0.104516356,0.070770178,0.014277229,0.066761995,0.037393581,0.050108894,0.025250236,0.003396617,0.055459005,0.047007062,0,0,postLUCA,1,0.790767588,0.0358576,0.38731191,67,71.23033532
PF14581,0.116426895,0.063634293,0.019218012,0.068466024,0.006604026,0.072268042,0.047703443,0.057426311,0.017574431,0.043089536,0.103298052,0.023970534,0.024198259,0.037178586,0.077683937,0.049119298,0.04230735,0.01437638,0.028485431,0.086971158,0,0,modern,1,0.86762366,0.0969671,0.513959717,107,105.8689727
PF14584,0.062910486,0.054114518,0.045385935,0.049981581,0.004231768,0.075623759,0.036585475,0.069675924,0.019285541,0.08135147,0.122802131,0.082950737,0.015853407,0.044231409,0.011666562,0.074163754,0.044249378,0.007250609,0.029492098,0.068193457,0,0,modern,NA,1.212892922,0.02328525,0.395328183,144,136.6500921
PF14601,0.103469027,0.069286136,0.027752212,0.081038348,0.009463127,0.077380531,0.020530973,0.055351032,0.013026549,0.075882006,0.081899705,0.058654867,0.01360472,0.030654867,0.037722714,0.038890855,0.060330383,0.002902655,0.029699115,0.112460177,0,0,postLUCA,1,0.739948354,0.0948495,0.470965378,83,81.96324952
PF14682,0.044633634,0.033697859,0.05232786,0.061553806,0.01659958,0.110818224,0.045025469,0.034339045,0.032130517,0.055996865,0.12054287,0.04352937,0.0196274,0.073166388,0.023545756,0.066220212,0.054322659,0.02340327,0.03170306,0.056816158,0,0,modern,NA,0.894399647,0.05854345,0.399344441,110,106.7414449
PF14684,0.076909758,0.069545073,0.046415127,0.077288888,0.004230141,0.082611642,0.035151667,0.061884846,0.039647498,0.035706929,0.087435854,0.0368891,0.035823355,0.050815429,0.024640498,0.042516352,0.035077035,0.040056481,0.060499676,0.05685465,0,0,postLUCA,1,0.80420563,0.184337,0.45653295,67,66.11130847
PF14689,0.069561116,0.062035638,0.050491104,0.05027238,0.002282933,0.093477236,0.070189948,0.040833066,0.055309871,0.06631443,0.134898122,0.050730334,0.028536667,0.023007047,0.002194077,0.053074783,0.046759123,0.004538526,0.040231574,0.055262025,0,0,modern,NA,0.872253845,0.1475275,0.410713454,49,49.32703978
PF14693,0.072135222,0.026186814,0.031507449,0.061171781,0.009397541,0.085076641,0.025653787,0.071306783,0.024278407,0.084666703,0.102288697,0.059974076,0.01191925,0.015351814,0.063397008,0.049443051,0.056376681,0.00047844,0.00655259,0.142837265,0,0,postLUCA,1,0.645898589,0.08212825,0.474223197,83,82.57569598
PF14698,0.126065274,0.049554065,0.020328771,0.072822002,0.010221921,0.085475667,0.026679865,0.055449034,0.027511705,0.046668968,0.115554983,0.045505779,0.01233202,0.04026519,0.033125235,0.053659193,0.055713836,0.00530159,0.02213109,0.095633813,0,0,postLUCA,1,0.569537124,0.1070933,0.504825338,68,68.24247871
PF14706,0.1299298,0.095145133,0.0423174,0.068780565,0.018043067,0.062292948,0.041923016,0.062273229,0.01279776,0.035731188,0.092384445,0.050086764,0.012383657,0.045847137,0.038077773,0.064777567,0.042001893,0.024274333,0.022085502,0.038846821,0,0,postLUCA,1,0.937410721,0.1669498,0.51203277,56,53.38315789
PF14711,0.118770135,0.075110845,0.030819098,0.067962764,0.000665397,0.067020667,0.026082259,0.073167357,0.014039226,0.05201958,0.122255236,0.031444966,0.045023025,0.018736536,0.053633663,0.053165908,0.046874279,0.000889393,0.025067693,0.077251975,0,0,modern,1,0.716233929,0.141037,0.520467577,80,79.05677083
PF14714,0.05682687,0.094547912,0.047718539,0.025337844,0.005402353,0.047044929,0.038593367,0.052101495,0.020360988,0.065015723,0.090715071,0.06250428,0.01990181,0.06342039,0.089408267,0.039639708,0.062444778,0.003701487,0.047147093,0.068167096,0,0,modern,NA,0.904085194,0.05737935,0.454166667,81,80.43859491
PF14715,0.049614842,0.018135233,0.042167335,0.059335505,0.005935774,0.045301957,0.00954837,0.082617298,0.031557418,0.081755833,0.106588264,0.019085624,0.022020164,0.073074486,0.060691618,0.024171048,0.04835877,0.072841057,0.081928126,0.065271278,0,0,modern,1,1.136146766,0.1414235,0.448164022,45,44.11032116
PF14720,0.050279519,0.053787786,0.047719203,0.050905844,0.083212371,0.051853795,0.025158803,0.131909149,0.034998032,0.033220623,0.033470307,0.045920634,0.017659829,0.066255041,0.068138249,0.043567683,0.047287547,0.024447839,0.046606207,0.043601539,0,0,postLUCA,1,0.774459324,0.120418,0.51468894,79,78.9769385
PF14730,0.061901484,0.044783936,0.054345224,0.059432607,0.008229591,0.059926383,0.038873593,0.055676921,0.011371798,0.069816854,0.070579962,0.087173809,0.017566435,0.05096361,0.020723605,0.072300694,0.067392866,0.013122456,0.061392746,0.074425425,0,0,modern,NA,0.80658787,0.185155,0.374771683,87,85.4629156
PF14742,0.077958925,0.089570462,0.02787148,0.071688857,0.009386151,0.066041465,0.025543216,0.084356235,0.025240001,0.045861376,0.102032087,0.024866396,0.011286663,0.047001142,0.049545989,0.061157526,0.07028107,0.010550282,0.023136442,0.076624235,0,0,unclassifiable,NA,0.819647987,0.1292675,0.511798767,190,183.7681592
PF14760,0.117870375,0.0888317,0.025643834,0.083064119,0.002135465,0.111171951,0.034185694,0.02540656,0.016499662,0.070798883,0.152421106,0.025899359,0.01250251,0.014783989,0.045593094,0.052875577,0.04208874,0.000912592,0.013305591,0.064009199,0,0,unclassifiable,NA,0.701752323,0.2216015,0.502095721,40,40.43468635
PF14771,0.075936054,0.058564717,0.050816856,0.087242322,0.010482401,0.063385219,0.052534708,0.019282008,0.007923152,0.044821904,0.095288178,0.084052026,0.031832843,0.080143037,0.014496564,0.078267424,0.047503856,0.002296312,0.044436264,0.050694152,0,0,modern,1,0.783590236,0.117071,0.3691609,89,87.09618321
PF14785,0.073876596,0.05392636,0.044491839,0.057495779,0.000103676,0.062931366,0.069092686,0.084110904,0.010841553,0.037278948,0.112340413,0.038952576,0.015329246,0.043677242,0.054252199,0.067685654,0.071225451,0.00787938,0.035309103,0.059199028,0,0,modern,NA,0.763880987,0.1089195,0.485883749,161,163.0869565
PF14789,0.09841695,0.091204391,0.048366568,0.052344081,0.013656131,0.055658676,0.02257902,0.066888524,0.016387357,0.028518774,0.098549533,0.042453331,0.005767395,0.043964786,0.072258167,0.034856279,0.056374629,0.02552238,0.012091642,0.114141387,0,0,modern,1,0.662217783,0.143003,0.537197184,41,40.85807151
PF14790,0.094308336,0.032748829,0.048377068,0.053351573,0.010612279,0.06906272,0.03846951,0.061518053,0.024416532,0.054470837,0.119761224,0.071881607,0.006674128,0.056709365,0.041371305,0.066160925,0.036521162,0.005927953,0.035111719,0.072544874,0,0,modern,NA,1.021735505,0.08363335,0.427750928,158,113.2535211
PF14791,0.075441981,0.071434492,0.037002101,0.040272121,0.002927011,0.117169032,0.027389272,0.080678586,0.030107619,0.05157141,0.108522346,0.072149095,0.017038974,0.04048936,0.0423559,0.049318984,0.039966271,0.009138333,0.047083708,0.039943404,0,0,postLUCA,1,0.637537086,0.1083402,0.436772428,63,65.10046512
PF14793,0.06745996,0.073342101,0.047336372,0.071207235,0.012403841,0.069000306,0.044093538,0.054948025,0.023726737,0.065568307,0.136018881,0.035734232,0.017835588,0.04040031,0.028104563,0.084854163,0.029113445,0.000315276,0.024330265,0.074206857,0,0,modern,NA,0.781963113,0.05356585,0.44239802,107,106.6426513
PF14794,0.074418706,0.02826219,0.077477009,0.077108277,0.001149575,0.098711609,0.054116779,0.073464341,0.012580253,0.064137602,0.087693042,0.062901267,0.005162242,0.050689745,0.012732084,0.046351727,0.064137602,0.003513795,0.020648968,0.084743189,0,0,modern,NA,0.663966035,0.138277,0.415588452,69,68
PF14804,0.091886168,0.043396949,0.023174331,0.04126766,0.004348708,0.109078209,0.039611545,0.09748541,0.005317591,0.072936617,0.091807305,0.101631329,0.006579392,0.03502625,0.017608887,0.047430207,0.05642054,0.001430792,0.007176494,0.106385615,0,0,modern,1,0.774666074,0.1201995,0.471330756,49,48.53034445
PF14805,0.114741725,0.062044759,0.040527137,0.066513264,0.001886925,0.100771802,0.045883999,0.050442676,0.009561532,0.063978439,0.108266066,0.061430256,0.004745699,0.023521436,0.020405505,0.040196507,0.049176933,0.040734197,0.00980199,0.085369153,0,0,postLUCA,1,1.008673072,0.143211,0.493943188,66,64.42104131
PF14811,0.062033092,0.070721045,0.027790382,0.07939793,0.011078524,0.101156549,0.04350617,0.066891705,0.0284987,0.06064966,0.075103757,0.073974877,0.017718997,0.0542084,0.030258425,0.043705384,0.029373029,0.020452659,0.043694317,0.059786398,0,0,modern,NA,0.704697998,0.0103019,0.429233527,130,127.5825106
CL0664,0.059754204,0.092278336,0.032019343,0.071564136,0.001495325,0.081172735,0.04536332,0.074141804,0.016051706,0.06029813,0.095622842,0.036694941,0.016277837,0.058499801,0.042949709,0.060100851,0.046398213,0.004647604,0.035519318,0.069149846,0,0,postLUCA,1,0.76771971,0.0649803,0.468246719,89,87.63216746
PF14821,0.102149034,0.045654957,0.025431839,0.069863271,0.005709055,0.078222568,0.035307432,0.066295385,0.010723322,0.06084633,0.109592872,0.044097148,0.0152307,0.055648534,0.060525154,0.064422955,0.048630745,0.005789895,0.04503227,0.050826535,0,0,modern,1,0.726504633,0.1143645,0.48052896,78,76.37693976
