ancestor,pfamIDs,Clans,avg_transfer
post-LBCA,PF13734,PF13734,0.4026715
LBCA,PF13735,CL0237,0.104894
post-LBCA,PF13737,CL0219,0.1868325
LBCA,PF13738,CL0063,0.281153
LBCA,PF13739,PF13739,0.171805
LBCA,PF13740,CL0070,0.08238015
unclassifiable,PF13742,CL0021,0.0950205
unclassifiable,PF13743,CL0172,0.138439
LBCA,PF13744,CL0123,0.4363895
LBCA,PF13746,CL0344,0.0920391
post-LBCA,PF13747,PF13747,0.02024305
LUCA,PF13749,CL0025,0.389768
unclassifiable,PF13750,CL0159,0.296512
LBCA,PF13751,CL0219,0.2684615
LBCA,PF13753,CL0159,0.1633055
Proteobacteria,PF13755,PF13755,0.02104615
Proteobacteria,PF13756,CL0165,0.02256285
LBCA,PF13759,CL0029,0.2238725
unclassifiable,PF13761,CL0116,0.1833345
Proteobacteria,PF13763,PF13763,0.07047705
LBCA,PF13767,CL0669,0.1790575
LBCA,PF13768,CL0128,0.14905
Terrabacteria,PF13769,PF13769,0.139838
Proteobacteria,PF13770,PF13770,0.193442
LBCA,PF13772,CL0278,0.1164145
Proteobacteria,PF13773,PF13773,0.1199715
LBCA,PF13776,PF13776,0.1814
LBCA,PF13778,CL0172,0.1190205
unclassifiable,PF13779,PF13779,0.06516365
Terrabacteria,PF13780,PF13780,0.242126
unclassifiable,PF13781,CL0131,0.155163
Terrabacteria,PF13782,PF13782,0.0611256
LBCA,PF13783,PF13783,0.1588115
LBCA,PF13784,PF13784,0.264498
LBCA,PF13785,PF13785,0.09590215
Terrabacteria,PF13786,CL0159,0.524459
LBCA,PF13787,PF13787,0.329974
LBCA,PF13788,PF13788,0.2320915
Terrabacteria,PF13789,PF13789,0.4239085
Terrabacteria,PF13790,PF13790,0.1153525
Terrabacteria,PF13791,PF13791,0.2420255
LBCA,PF13793,CL0533,0.05586105
Terrabacteria,PF13794,CL0044,0.0297622
LBCA,PF13795,CL0292,0.2054185
unclassifiable,PF13796,PF13796,0.2240115
Terrabacteria,PF13797,PF13797,0.0400216
Terrabacteria,PF13798,PF13798,0.168541
Terrabacteria,PF13799,PF13799,0.1778955
Terrabacteria,PF13800,PF13800,0.1556245
LBCA,PF13801,CL0515,0.1693665
LBCA,PF13802,CL0103,0.1883735
post-LBCA,PF13803,CL0368,0.1361905
LBCA,PF13806,CL0516,0.1410745
LBCA,PF13807,PF13807,0.141013
LBCA,PF13808,PF13808,0.2483865
LBCA,PF13809,CL0063,0.153154
LBCA,PF13810,CL0143,0.1286678
unclassifiable,PF13811,PF13811,0.1719085
LBCA,PF13814,CL0123,0.277859
LBCA,PF13817,PF13817,0.2683125
Terrabacteria,PF13822,PF13822,0.1345055
LBCA,PF13826,CL0032,0.151746
post-LBCA,PF13827,PF13827,0.3475825
LBCA,PF13828,PF13828,0.2385865
Terrabacteria,PF13829,PF13829,0.03346155
Terrabacteria,PF13830,PF13830,0.137322
post-LBCA,PF13833,CL0220,0.4270065
Terrabacteria,PF13834,PF13834,0.071396
LBCA,PF13835,CL0123,0.1759215
LACA,PF13840,CL0070,0.07554805
LBCA,PF13844,CL0113,0.379084
Terrabacteria,PF13845,PF13845,0.1291295
preLUCA,PF13847,CL0063,0.315069
LBCA,PF13852,PF13852,0.09991375
LUCA,PF13855,CL0022,0.468618
LBCA,PF13857,CL0465,0.363616
LBCA,PF13858,PF13858,0.11297515
LBCA,PF13860,CL0159,0.2153415
post-LBCA,PF13861,CL0010,0.0938028
post-LBCA,PF13871,CL0023,0.181951
post-LBCA,PF13872,CL0023,0.18603665
Proteobacteria,PF13875,CL0237,0.1337625
LBCA,PF13883,CL0336,0.1263505
LBCA,PF13884,PF13884,0.418721
LBCA,PF13899,CL0172,0.1398795
LBCA,PF13905,CL0172,0.2009075
FCB,PF13906,CL0062,0.08461455
LBCA,PF13910,PF13910,0.1847625
post-LBCA,PF13911,CL0172,0.2096315
Terrabacteria,PF13921,CL0123,0.1185105
LBCA,PF13924,CL0116,0.186548
LBCA,PF13927,CL0159,0.3403505
LBCA,PF13930,CL0263,0.273665
post-LBCA,PF13932,CL0003,0.0467707
LBCA,PF13936,CL0123,0.3585025
post-LBCA,PF13937,PF13937,0.1680165
LACA,PF13938,PF13938,0.132134
LBCA,PF13941,CL0108,0.07146975
LBCA,PF13946,PF13946,0.4538445
Proteobacteria,PF13948,PF13948,0.0947205
Proteobacteria,PF13953,CL0287,0.3987495
Proteobacteria,PF13954,PF13954,0.297156
LBCA,PF13964,CL0186,0.3870885
FCB,PF13970,CL0186,0.359169
post-LBCA,PF13972,CL0174,0.118996
LBCA,PF13975,CL0129,0.1397785
post-LBCA,PF13977,CL0174,0.3661855
Proteobacteria,PF13986,PF13986,0.2695997
Proteobacteria,PF13988,PF13988,0.165475
post-LBCA,PF13994,PF13994,0.1532233
Proteobacteria,PF13997,PF13997,0.0585498
Terrabacteria,PF14003,PF14003,0.05088905
Terrabacteria,PF14004,PF14004,0.08547215
Terrabacteria,PF14005,PF14005,0.0629724
Terrabacteria,PF14006,PF14006,0.0910766
Terrabacteria,PF14007,CL0430,0.0324211
LACA,PF14010,CL0036,0.04188055
Terrabacteria,PF14011,PF14011,0.1752435
Terrabacteria,PF14012,PF14012,0.06572595
Terrabacteria,PF14013,PF14013,0.190944
LBCA,PF14014,PF14014,0.1029468
LBCA,PF14015,CL0676,0.310957
post-LBCA,PF14016,PF14016,0.289634
Terrabacteria,PF14017,PF14017,0.04119555
unclassifiable,PF14018,PF14018,0.2379475
Terrabacteria,PF14019,PF14019,0.0880602
LBCA,PF14020,PF14020,0.2145055
Terrabacteria,PF14021,CL0084,0.1596695
LBCA,PF14022,PF14022,0.5379255
unclassifiable,PF14023,PF14023,0.13708315
LBCA,PF14024,PF14024,0.196646
LBCA,PF14025,PF14025,0.182361
unclassifiable,PF14026,CL0032,0.2789365
post-LBCA,PF14027,PF14027,0.182816
LBCA,PF14028,PF14028,0.304621
Terrabacteria,PF14029,PF14029,0.096458
Terrabacteria,PF14030,PF14030,0.03247415
LBCA,PF14031,CL0105,0.196677
Terrabacteria,PF14032,CL0619,0.3403867
Terrabacteria,PF14034,PF14034,0.0365353
Terrabacteria,PF14035,PF14035,0.1225465
Terrabacteria,PF14036,PF14036,0.0637113
Terrabacteria,PF14038,PF14038,0.123669
Terrabacteria,PF14039,PF14039,0.262399
post-LBCA,PF14040,PF14040,0.1946475
Terrabacteria,PF14041,PF14041,0.138613
Terrabacteria,PF14042,PF14042,0.09851945
Terrabacteria,PF14043,PF14043,0.07348595
Terrabacteria,PF14044,PF14044,0.1400615
Terrabacteria,PF14045,PF14045,0.140549
LBCA,PF14052,CL0193,0.1045178
FCB,PF14054,PF14054,0.151374
Terrabacteria,PF14056,PF14056,0.1048875
LBCA,PF14057,PF14057,0.10800545
Terrabacteria,PF14058,PF14058,0.221679
FCB,PF14059,PF14059,0.1332985
post-LBCA,PF14060,PF14060,0.06377205
LBCA,PF14062,PF14062,0.1920595
Terrabacteria,PF14063,PF14063,0.120103
post-LBCA,PF14064,PF14064,0.2140055
LBCA,PF14065,PF14065,0.2938205
LBCA,PF14066,PF14066,0.3525345
post-LBCA,PF14067,PF14067,0.1203463
Terrabacteria,PF14068,PF14068,0.0690601
Terrabacteria,PF14069,PF14069,0.06904975
LBCA,PF14070,PF14070,0.1415725
Terrabacteria,PF14071,PF14071,0.04620435
LBCA,PF14072,PF14072,0.22718075
LUCA,PF14076,CL0136,0.2506105
post-LBCA,PF14078,PF14078,0.230198
unclassifiable,PF14079,PF14079,0.1932615
LBCA,PF14080,PF14080,0.255343
LBCA,PF14081,PF14081,0.1155204
LUCA,PF14082,CL0236,0.389617
Terrabacteria,PF14084,PF14084,0.115466
post-LBCA,PF14085,PF14085,0.215979
FCB,PF14086,PF14086,0.1376405
LBCA,PF14087,PF14087,0.305219
LBCA,PF14088,PF14088,0.1447025
Terrabacteria,PF14089,PF14089,0.036044
post-LBCA,PF14090,CL0123,0.3009265
post-LBCA,PF14091,CL0260,0.20165
FCB,PF14092,CL0689,0.0682727
FCB,PF14093,PF14093,0.03724975
LBCA,PF14094,PF14094,0.2330615
LBCA,PF14096,PF14096,0.27554
Terrabacteria,PF14097,PF14097,0.0264717
Terrabacteria,PF14098,PF14098,0.0863647
LBCA,PF14099,CL0004,0.3363855
LBCA,PF14100,PF14100,0.14647265
post-LBCA,PF14102,PF14102,0.0693027
LBCA,PF14103,PF14103,0.4506545
LBCA,PF14104,PF14104,0.16474385
Terrabacteria,PF14105,PF14105,0.2489375
LBCA,PF14106,PF14106,0.374779
FCB,PF14107,PF14107,0.1818715
post-LBCA,PF14108,PF14108,0.1237384
FCB,PF14109,PF14109,0.0381449
LBCA,PF14110,PF14110,0.2131735
LBCA,PF14112,PF14112,0.2150775
post-LBCA,PF14113,CL0125,0.25403285
LBCA,PF14114,CL0032,0.1080355
Terrabacteria,PF14115,CL0755,0.343856
Terrabacteria,PF14116,PF14116,0.1199525
LBCA,PF14117,PF14117,0.252314
LBCA,PF14119,PF14119,0.1419765
Terrabacteria,PF14120,PF14120,0.0897153
FCB,PF14121,CL0193,0.034473
FCB,PF14123,PF14123,0.04256925
LBCA,PF14124,PF14124,0.2256945
LBCA,PF14125,CL0048,0.04174635
FCB,PF14126,PF14126,0.0734475
FCB,PF14127,PF14127,0.0342175
FCB,PF14128,PF14128,0.0732424
FCB,PF14129,PF14129,0.034693
LBCA,PF14130,PF14130,0.2342357
LBCA,PF14131,PF14131,0.1904985
FCB,PF14134,PF14134,0.06252405
FCB,PF14135,PF14135,0.2513565
LBCA,PF14136,PF14136,0.2240085
LBCA,PF14137,PF14137,0.399349
Terrabacteria,PF14139,CL0755,0.1378985
Terrabacteria,PF14140,CL0755,0.174229
Terrabacteria,PF14141,PF14141,0.125967
Terrabacteria,PF14143,PF14143,0.1028254
post-LBCA,PF14145,PF14145,0.287036
Terrabacteria,PF14146,PF14146,0.1088655
Terrabacteria,PF14147,PF14147,0.03225365
Terrabacteria,PF14148,PF14148,0.04903255
Terrabacteria,PF14149,PF14149,0.157347
Terrabacteria,PF14151,CL0755,0.143877
Terrabacteria,PF14152,CL0755,0.06694845
Terrabacteria,PF14153,PF14153,0.057212
Terrabacteria,PF14155,PF14155,0.0431474
Terrabacteria,PF14158,PF14158,0.0787487
Terrabacteria,PF14159,PF14159,0.157933
post-LBCA,PF14163,PF14163,0.07350305
Terrabacteria,PF14165,PF14165,0.080802
Terrabacteria,PF14167,PF14167,0.05448615
Terrabacteria,PF14168,PF14168,0.181512
Terrabacteria,PF14169,PF14169,0.184546
Terrabacteria,PF14172,CL0320,0.1238
Terrabacteria,PF14173,PF14173,0.079482
Terrabacteria,PF14174,PF14174,0.1647915
LBCA,PF14175,PF14175,0.08475415
Terrabacteria,PF14177,PF14177,0.07575855
Terrabacteria,PF14179,PF14179,0.07157915
Terrabacteria,PF14181,PF14181,0.0872285
Terrabacteria,PF14183,PF14183,0.02676015
Terrabacteria,PF14191,PF14191,0.3155105
post-LBCA,PF14192,CL0010,0.3155025
Terrabacteria,PF14193,PF14193,0.3104475
Terrabacteria,PF14194,PF14194,0.234073
LUCA,PF14196,CL0210,0.346933
Terrabacteria,PF14198,PF14198,0.4489215
Terrabacteria,PF14199,PF14199,0.134242
LBCA,PF14200,CL0066,0.5324735
post-LBCA,PF14202,PF14202,0.449953
Terrabacteria,PF14205,PF14205,0.4141835
LBCA,PF14206,PF14206,0.2914495
Terrabacteria,PF14208,PF14208,0.2531035
Terrabacteria,PF14209,PF14209,0.0590401
TACK,PF14210,PF14210,0.06624005
LBCA,PF14213,CL0502,0.2245435
post-LBCA,PF14216,PF14216,0.327151
Terrabacteria,PF14217,PF14217,0.1894105
Terrabacteria,PF14218,PF14218,0.230324
LBCA,PF14219,PF14219,0.1832565
LBCA,PF14220,PF14220,0.138696
Terrabacteria,PF14221,PF14221,0.134846
LBCA,PF14224,PF14224,0.167249
post-LBCA,PF14226,CL0029,0.18982
LBCA,PF14229,CL0198,0.1538345
Terrabacteria,PF14230,PF14230,0.157207
LBCA,PF14231,PF14231,0.190151
unclassifiable,PF14232,PF14232,0.211578
Terrabacteria,PF14233,PF14233,0.0386488
unclassifiable,PF14234,PF14234,0.2421325
LBCA,PF14235,PF14235,0.1296292
LBCA,PF14236,PF14236,0.3273335
LBCA,PF14237,CL0673,0.160595
LBCA,PF14238,PF14238,0.131497
post-LBCA,PF14239,PF14239,0.234851
LBCA,PF14240,PF14240,0.396193
LBCA,PF14242,PF14242,0.104123
LBCA,PF14243,CL0179,0.157439
LBCA,PF14246,CL0174,0.289739
post-LBCA,PF14247,CL0126,0.2016085
LBCA,PF14248,PF14248,0.212736
Terrabacteria,PF14249,PF14249,0.1100857
Terrabacteria,PF14250,CL0132,0.1629415
LACA,PF14251,PF14251,0.08697
LBCA,PF14252,CL0093,0.445602
LBCA,PF14253,PF14253,0.281172
Proteobacteria,PF14255,PF14255,0.139209
LBCA,PF14256,PF14256,0.1488695
unclassifiable,PF14257,PF14257,0.1118135
LBCA,PF14258,CL0014,0.1120455
post-LBCA,PF14261,PF14261,0.4260115
LBCA,PF14262,CL0268,0.2453675
post-LBCA,PF14264,CL0111,0.357867
Terrabacteria,PF14265,PF14265,0.434906
Terrabacteria,PF14266,PF14266,0.14660735
LBCA,PF14267,PF14267,0.2824905
LBCA,PF14268,PF14268,0.2082475
LBCA,PF14269,CL0186,0.11355995
Terrabacteria,PF14270,PF14270,0.2175075
post-LBCA,PF14271,PF14271,0.13626
post-LBCA,PF14273,PF14273,0.129369
FCB,PF14274,PF14274,0.3505135
Terrabacteria,PF14275,PF14275,0.4548
Terrabacteria,PF14276,PF14276,0.09538175
Terrabacteria,PF14277,CL0123,0.01910015
unclassifiable,PF14278,CL0174,0.4542125
LBCA,PF14279,CL0263,0.1337225
LBCA,PF14280,PF14280,0.3857315
unclassifiable,PF14281,CL0236,0.5195765
post-LBCA,PF14282,PF14282,0.127649
unclassifiable,PF14283,PF14283,0.464118
LBCA,PF14284,PF14284,0.244634
unclassifiable,PF14285,PF14285,0.239629
unclassifiable,PF14286,CL0264,0.3911895
Terrabacteria,PF14287,PF14287,0.5126775
FCB,PF14289,PF14289,0.1066425
FCB,PF14292,CL0159,0.334099
FCB,PF14293,PF14293,0.168805
post-LBCA,PF14294,PF14294,0.2206655
Proteobacteria,PF14295,CL0168,0.2147155
LBCA,PF14296,CL0499,0.3455125
post-LBCA,PF14297,CL0123,0.26691
post-LBCA,PF14298,CL0186,0.406461
LBCA,PF14300,PF14300,0.14402605
post-LBCA,PF14301,PF14301,0.3033585
post-LBCA,PF14302,PF14302,0.1993865
LBCA,PF14305,CL0179,0.257085
LBCA,PF14306,CL0178,0.143831
LUCA,PF14307,CL0036,0.259351
LBCA,PF14310,CL0159,0.255236
Terrabacteria,PF14311,CL0167,0.4445165
LBCA,PF14312,CL0186,0.4822085
LBCA,PF14316,PF14316,0.144192
LBCA,PF14317,CL0266,0.251042
LBCA,PF14319,PF14319,0.262752
post-LBCA,PF14321,PF14321,0.113868
FCB,PF14322,CL0020,0.668286
LBCA,PF14323,CL0158,0.1246461
Terrabacteria,PF14325,PF14325,0.1568185
LBCA,PF14326,PF14326,0.1795645
LBCA,PF14328,PF14328,0.150642
LUCA,PF14329,PF14329,0.404446
post-LBCA,PF14330,PF14330,0.2755985
Proteobacteria,PF14331,PF14331,0.1740955
LBCA,PF14332,PF14332,0.198586
Proteobacteria,PF14333,PF14333,0.1162535
post-LBCA,PF14334,PF14334,0.03783455
LBCA,PF14335,PF14335,0.2712565
post-LBCA,PF14336,PF14336,0.0991873
LBCA,PF14337,CL0123,0.13985625
LUCA,PF14338,CL0123,0.3713385
LBCA,PF14339,CL0186,0.1083689
LBCA,PF14340,PF14340,0.114007
post-LBCA,PF14341,PF14341,0.162845
LBCA,PF14342,PF14342,0.267324
LBCA,PF14343,PF14343,0.1514765
LBCA,PF14344,CL0287,0.128484
LBCA,PF14345,PF14345,0.2038565
post-LBCA,PF14346,PF14346,0.140724
unclassifiable,PF14347,PF14347,0.1954935
Proteobacteria,PF14348,PF14348,0.294927
FCB,PF14349,PF14349,0.0377796
LBCA,PF14350,PF14350,0.21503925
LBCA,PF14351,PF14351,0.2263555
post-LBCA,PF14352,PF14352,0.2399085
unclassifiable,PF14353,CL0167,0.1847496
post-LBCA,PF14354,CL0167,0.352126
LBCA,PF14355,PF14355,0.415633
FCB,PF14356,PF14356,0.09350815
Proteobacteria,PF14357,PF14357,0.09207665
LUCA,PF14358,CL0328,0.129319
LBCA,PF14359,CL0498,0.2400775
LBCA,PF14361,CL0090,0.136052
LBCA,PF14362,PF14362,0.1192035
Proteobacteria,PF14366,PF14366,0.35536
LBCA,PF14367,CL0280,0.3178665
LBCA,PF14371,CL0048,0.1482056
LBCA,PF14373,PF14373,0.4082725
post-LBCA,PF14375,PF14375,0.1588735
LBCA,PF14376,CL0318,0.1886365
LUCA,PF14378,CL0525,0.0945392
LACA,PF14382,CL0105,0.0568749
LBCA,PF14384,CL0057,0.331247
post-LBCA,PF14385,PF14385,0.03522115
post-LBCA,PF14386,PF14386,0.1838673
Terrabacteria,PF14387,PF14387,0.190017
LBCA,PF14390,CL0236,0.2927255
FCB,PF14391,CL0193,0.11166265
LBCA,PF14393,PF14393,0.15948495
Proteobacteria,PF14394,CL0123,0.0000001
Terrabacteria,PF14395,PF14395,0.0446015
LBCA,PF14397,CL0179,0.1306505
Terrabacteria,PF14398,CL0179,0.24297545
unclassifiable,PF14399,CL0125,0.1926545
unclassifiable,PF14400,PF14400,0.118928
LBCA,PF14401,PF14401,0.1142915
post-LBCA,PF14402,PF14402,0.08124795
LBCA,PF14403,CL0179,0.14131
LBCA,PF14411,CL0263,0.35504675
LBCA,PF14412,CL0263,0.302435
LBCA,PF14413,PF14413,0.090818
LBCA,PF14414,CL0263,0.2655825
Proteobacteria,PF14415,CL0672,0.2823385
LBCA,PF14417,CL0023,0.227771
unclassifiable,PF14419,CL0098,0.0458694
post-LBCA,PF14428,CL0109,0.1562636
post-LBCA,PF14430,PF14430,0.1879954
post-LBCA,PF14431,CL0109,0.122425
post-LBCA,PF14433,CL0526,0.1697185
LBCA,PF14435,CL0526,0.15497215
LBCA,PF14436,CL0695,0.2453318
unclassifiable,PF14437,CL0109,0.0942991
Terrabacteria,PF14440,CL0109,0.153104
LBCA,PF14449,PF14449,0.1855185
LBCA,PF14450,CL0108,0.0536541
LBCA,PF14451,CL0072,0.191947
LBCA,PF14452,CL0072,0.475194
post-LBCA,PF14454,CL0072,0.133551
Terrabacteria,PF14460,CL0208,0.187091
LBCA,PF14461,CL0208,0.169011
LUCA,PF14464,CL0366,0.14297
Proteobacteria,PF14467,CL0159,0.07652445
LBCA,PF14470,CL0266,0.2000885
Terrabacteria,PF14472,PF14472,0.1390715
unclassifiable,PF14478,CL0072,0.1715915
Terrabacteria,PF14480,PF14480,0.07450505
LBCA,PF14486,CL0103,0.144755
LBCA,PF14487,CL0084,0.496115
LBCA,PF14488,CL0036,0.1843277
LBCA,PF14489,CL0334,0.152
LBCA,PF14490,CL0198,0.1024928
LBCA,PF14491,PF14491,0.311991
LBCA,PF14492,CL0437,0.0939375
LBCA,PF14493,CL0123,0.126364
Terrabacteria,PF14494,PF14494,0.11551975
Terrabacteria,PF14495,CL0318,0.1444685
post-LBCA,PF14497,CL0497,0.298253
LBCA,PF14498,CL0103,0.3318095
LBCA,PF14499,CL0029,0.266364
LBCA,PF14501,CL0025,0.3190375
post-LBCA,PF14502,CL0123,0.1690465
post-LBCA,PF14503,CL0177,0.09652795
Terrabacteria,PF14504,PF14504,0.149297
LBCA,PF14505,CL0105,0.1100199
LBCA,PF14508,CL0103,0.340677
LBCA,PF14509,CL0369,0.383378
LBCA,PF14511,CL0236,0.368201
LACA,PF14512,CL0529,0.2414855
LBCA,PF14516,CL0023,0.428588
LBCA,PF14517,CL0143,0.16613725
unclassifiable,PF14518,CL0230,0.257944
preLUCA,PF14520,CL0198,0.0919063
Proteobacteria,PF14521,CL0126,0.2068
unclassifiable,PF14522,CL0317,0.1475785
LBCA,PF14524,CL0159,0.4745295
post-LBCA,PF14525,CL0029,0.488889
LBCA,PF14526,CL0319,0.3578135
Terrabacteria,PF14527,CL0324,0.07265545
LUCA,PF14528,CL0324,0.2073
Terrabacteria,PF14530,CL0044,0.0455977
LBCA,PF14532,CL0023,0.159582
LBCA,PF14534,CL0051,0.48425
LBCA,PF14535,CL0531,0.1061065
LUCA,PF14537,CL0317,0.197957
LBCA,PF14539,CL0050,0.1416035
Terrabacteria,PF14540,CL0260,0.0284052
LBCA,PF14542,CL0257,0.17367
LACA,PF14544,CL0250,0.04476305
Proteobacteria,PF14549,CL0123,0.26045975
LACA,PF14551,PF14551,0.0358576
LBCA,PF14552,CL0082,0.279767
preLUCA,PF14559,CL0020,0.363672
post-LBCA,PF14561,CL0020,0.1075634
LBCA,PF14566,CL0031,0.1328831
LBCA,PF14567,CL0526,0.3080045
LBCA,PF14568,CL0526,0.4313445
LBCA,PF14572,CL0533,0.0620708
LBCA,PF14574,CL0108,0.1173718
LACA,PF14578,CL0105,0.03676795
LBCA,PF14579,CL0198,0.08436925
post-LBCA,PF14581,PF14581,0.0969671
unclassifiable,PF14582,CL0163,0.11722865
unclassifiable,PF14583,CL0186,0.08720567
Terrabacteria,PF14584,PF14584,0.02328525
LBCA,PF14587,CL0036,0.15938985
LBCA,PF14588,CL0534,0.140163
LBCA,PF14592,CL0268,0.18822335
Terrabacteria,PF14594,CL0504,0.25998655
LBCA,PF14595,CL0172,0.134362
post-LBCA,PF14600,CL0535,0.2233615
LACA,PF14601,PF14601,0.0948495
LUCA,PF14602,CL0536,0.2454395
LBCA,PF14606,CL0264,0.2118885
LBCA,PF14607,CL0202,0.15761105
FCB,PF14614,CL0103,0.10079025
Terrabacteria,PF14620,CL0320,0.05160225
LACA,PF14622,CL0539,0.0465136
post-LBCA,PF14657,CL0081,0.4342925
unclassifiable,PF14659,CL0469,0.434702
preLUCA,PF14667,CL0222,0.293338
post-LBCA,PF14681,CL0533,0.08669965
Terrabacteria,PF14682,PF14682,0.05854345
LBCA,PF14683,CL0202,0.1425943
LBCA,PF14684,PF14684,0.184337
LBCA,PF14685,CL0466,0.17309
LBCA,PF14686,CL0287,0.1345253
Terrabacteria,PF14689,PF14689,0.1475275
LBCA,PF14690,CL0167,0.202669
LBCA,PF14691,CL0344,0.13536
LBCA,PF14693,PF14693,0.08212825
post-LBCA,PF14696,CL0104,0.169284
LUCA,PF14697,CL0344,0.128963
LBCA,PF14698,PF14698,0.1070933
LBCA,PF14706,PF14706,0.1669498
LBCA,PF14707,CL0088,0.253021
post-LBCA,PF14710,CL0344,0.1513455
post-LBCA,PF14711,PF14711,0.141037
Proteobacteria,PF14714,PF14714,0.05737935
post-LBCA,PF14715,PF14715,0.1414235
post-LBCA,PF14716,CL0198,0.1001978
FCB,PF14717,CL0202,0.18537555
Proteobacteria,PF14718,CL0020,0.0708313
LBCA,PF14720,PF14720,0.120418
FCB,PF14730,PF14730,0.185155
FCB,PF14734,CL0159,0.3414355
unclassifiable,PF14742,PF14742,0.1292675
Proteobacteria,PF14743,CL0021,0.201997
LUCA,PF14748,CL0106,0.120831
LBCA,PF14759,CL0608,0.232488
unclassifiable,PF14760,PF14760,0.2216015
LBCA,PF14765,CL0050,0.3479115
post-LBCA,PF14771,PF14771,0.117071
Proteobacteria,PF14785,PF14785,0.1089195
post-LBCA,PF14789,PF14789,0.143003
Proteobacteria,PF14790,PF14790,0.08363335
LBCA,PF14791,PF14791,0.1083402
LBCA,PF14792,CL0260,0.1633555
Proteobacteria,PF14793,PF14793,0.05356585
Terrabacteria,PF14794,PF14794,0.138277
Terrabacteria,PF14801,CL0487,0.05737515
LBCA,PF14803,CL0167,0.1661285
post-LBCA,PF14804,PF14804,0.1201995
LBCA,PF14805,PF14805,0.143211
LACA,PF14810,CL0668,0.05478245
Euryarchaeota,PF14811,PF14811,0.0103019
Proteobacteria,PF14814,CL0664,0.07361255
LBCA,PF14815,CL0261,0.09378305
Proteobacteria,PF14819,CL0334,0.1077195
post-LBCA,PF14821,PF14821,0.1143645
LBCA,PF14824,PF14824,0.171453
LBCA,PF14827,CL0165,0.212462
post-LBCA,PF14832,CL0082,0.1567865
LUCA,PF14833,CL0106,0.1947175
Proteobacteria,PF14840,CL0604,0.0613889
post-LBCA,PF14841,CL0436,0.0792299
LBCA,PF14842,CL0436,0.07829655
post-LBCA,PF14849,CL0103,0.05020435
Proteobacteria,PF14850,PF14850,0.145976
LBCA,PF14863,CL0020,0.271549
LBCA,PF14864,CL0311,0.2554985
LBCA,PF14870,CL0186,0.24794
LBCA,PF14871,CL0036,0.2276135
FCB,PF14873,PF14873,0.138815
Proteobacteria,PF14882,PF14882,0.0650051
post-LBCA,PF14883,CL0036,0.185698
LBCA,PF14885,CL0036,0.1201406
LACA,PF14890,CL0363,0.2541675
LBCA,PF14891,CL0126,0.352003
TACK,PF14894,PF14894,0.0262917
Terrabacteria,PF14896,CL0202,0.08396455
LBCA,PF14897,CL0111,0.476557
Terrabacteria,PF14898,PF14898,0.1295715
FCB,PF14899,PF14899,0.153143
FCB,PF14902,PF14902,0.1067915
LBCA,PF14903,PF14903,0.5253645
LBCA,PF14905,CL0193,0.293675
LUCA,PF14907,CL0260,0.225551
LBCA,PF14938,CL0020,0.3451575
LACA,PF14947,CL0123,0.124661
FCB,PF15071,PF15071,0.06028945
FCB,PF15418,CL0159,0.18518
post-LBCA,PF15420,PF15420,0.132346
LBCA,PF15428,PF15428,0.352211
LBCA,PF15461,PF15461,0.12921465
FCB,PF15495,CL0287,0.23440005
LBCA,PF15515,CL0236,0.1950435
Terrabacteria,PF15567,PF15567,0.18126
LBCA,PF15575,PF15575,0.2395815
LBCA,PF15580,PF15580,0.283637
LBCA,PF15594,PF15594,0.18194915
LBCA,PF15595,PF15595,0.12011425
LBCA,PF15607,PF15607,0.11538485
post-LBCA,PF15608,CL0101,0.0999235
post-LBCA,PF15609,CL0533,0.0785362
post-LBCA,PF15610,CL0533,0.06061645
post-LBCA,PF15611,PF15611,0.182229
unclassifiable,PF15615,PF15615,0.180232
post-LBCA,PF15617,CL0036,0.10652545
unclassifiable,PF15631,PF15631,0.1949388
LBCA,PF15632,CL0179,0.299957
post-LBCA,PF15644,CL0125,0.250395
Terrabacteria,PF15698,CL0067,0.0394802
Terrabacteria,PF15714,CL0161,0.0636376
LBCA,PF15723,CL0136,0.2145215
LBCA,PF15731,CL0123,0.2789445
LBCA,PF15738,CL0136,0.2073365
LBCA,PF15780,CL0159,0.3648
LBCA,PF15781,CL0136,0.148177
Proteobacteria,PF15864,PF15864,0.09472025
FCB,PF15869,CL0186,0.38016
post-LBCA,PF15887,CL0126,0.1836135
FCB,PF15889,PF15889,0.05251135
FCB,PF15890,CL0126,0.2875185
LBCA,PF15891,CL0498,0.1707555
LBCA,PF15892,CL0186,0.237193
LBCA,PF15902,CL0186,0.405328
Euryarchaeota,PF15915,PF15915,0.5576205
Proteobacteria,PF15916,CL0261,0.09336725
LBCA,PF15919,CL0057,0.269986
LBCA,PF15937,CL0132,0.2663495
Proteobacteria,PF15943,CL0123,0.308565
LBCA,PF15975,PF15975,0.145984
post-LBCA,PF15978,CL0123,0.263388
LBCA,PF15979,CL0036,0.184855
Terrabacteria,PF15980,PF15980,0.09766075
Terrabacteria,PF15983,PF15983,0.189483
LACA,PF15985,CL0007,0.029348
LBCA,PF16011,CL0559,0.10934775
FCB,PF16022,CL0051,0.0373197
post-LBCA,PF16036,CL0560,0.1319655
Proteobacteria,PF16068,PF16068,0.2812455
Terrabacteria,PF16069,PF16069,0.1878685
Terrabacteria,PF16073,CL0323,0.0429986
